Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Spectral Count	QCHeLa10ng_ColTT1_BackFlush_03 Spectral Count	QCHeLa10ng_ColTT1_BackFlush_05 Spectral Count	QCHeLa200pg_ColTT1_BackFlush_02 Spectral Count	QCHeLa200pg_ColTT1_BackFlush_03 Spectral Count	QCHeLa200pg_ColTT1_BackFlush_04 Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Unique Spectral Count	QCHeLa10ng_ColTT1_BackFlush_03 Unique Spectral Count	QCHeLa10ng_ColTT1_BackFlush_05 Unique Spectral Count	QCHeLa200pg_ColTT1_BackFlush_02 Unique Spectral Count	QCHeLa200pg_ColTT1_BackFlush_03 Unique Spectral Count	QCHeLa200pg_ColTT1_BackFlush_04 Unique Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_03 Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_05 Total Spectral Count	QCHeLa200pg_ColTT1_BackFlush_02 Total Spectral Count	QCHeLa200pg_ColTT1_BackFlush_03 Total Spectral Count	QCHeLa200pg_ColTT1_BackFlush_04 Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Intensity	QCHeLa10ng_ColTT1_BackFlush_03 Intensity	QCHeLa10ng_ColTT1_BackFlush_05 Intensity	QCHeLa200pg_ColTT1_BackFlush_02 Intensity	QCHeLa200pg_ColTT1_BackFlush_03 Intensity	QCHeLa200pg_ColTT1_BackFlush_04 Intensity	QCHeLa10ng_ColTT1_BackFlush_02 MaxLFQ Intensity	QCHeLa10ng_ColTT1_BackFlush_03 MaxLFQ Intensity	QCHeLa10ng_ColTT1_BackFlush_05 MaxLFQ Intensity	QCHeLa200pg_ColTT1_BackFlush_02 MaxLFQ Intensity	QCHeLa200pg_ColTT1_BackFlush_03 MaxLFQ Intensity	QCHeLa200pg_ColTT1_BackFlush_04 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9NV31|IMP3_HUMAN	Q9NV31	IMP3_HUMAN	IMP3	184	Homo sapiens	1:Experimental evidence at protein level	U3 small nucleolar ribonucleoprotein protein IMP3	1.0	0.999	3	4	4	4	1	3	0	0	0	0	1	3	0	0	0	0	1	3	0	0	0	0	3.4467904E7	3.6612796E7	3.28051E7	0.0	0.0	0.0	2.140713E7	2.3253788E7	2.2857224E7	0.0	0.0	0.0	
sp|Q9NVA1|UQCC1_HUMAN	Q9NVA1	UQCC1_HUMAN	UQCC1	299	Homo sapiens	1:Experimental evidence at protein level	Ubiquinol-cytochrome-c reductase complex assembly factor 1	0.9681	0.9985	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	4760924.5	5509472.0	4874552.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NVD7|PARVA_HUMAN	Q9NVD7	PARVA_HUMAN	PARVA	372	Homo sapiens	1:Experimental evidence at protein level	Alpha-parvin	1.0	0.999	3	6	4	6	3	3	0	0	0	0	2	2	0	0	0	0	3	3	0	0	0	0	3.3939392E7	3.7805696E7	3.4181848E7	0.0	0.0	0.0	1.7049564E7	1.9035332E7	1.67032E7	0.0	0.0	0.0	
sp|Q9NVE7|PANK4_HUMAN	Q9NVE7	PANK4_HUMAN	PANK4	773	Homo sapiens	1:Experimental evidence at protein level	4'-phosphopantetheine phosphatase	0.966	0.9962	2	2	2	2	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0.0	5323638.5	2361672.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NVG8|TBC13_HUMAN	Q9NVG8	TBC13_HUMAN	TBC1D13	400	Homo sapiens	1:Experimental evidence at protein level	TBC1 domain family member 13	1.0	0.9987	3	9	9	9	4	4	1	0	0	0	4	4	1	0	0	0	4	4	1	0	0	0	6.4386624E7	7.0431232E7	6.8457152E7	0.0	0.0	0.0	4.2417568E7	4.2771616E7	4.3060008E7	0.0	0.0	0.0	
sp|Q9NVH1|DJC11_HUMAN	Q9NVH1	DJC11_HUMAN	DNAJC11	559	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 11	1.0	0.999	3	6	6	6	2	3	1	0	0	0	2	3	1	0	0	0	2	3	1	0	0	0	2.1356824E7	2.4331184E7	2.195878E7	0.0	0.0	0.0	1.3538828E7	1.284803E7	1.3453719E7	0.0	0.0	0.0	
sp|Q9NVI1|FANCI_HUMAN	Q9NVI1	FANCI_HUMAN	FANCI	1328	Homo sapiens	1:Experimental evidence at protein level	Fanconi anemia group I protein	1.0	0.9986	4	4	4	4	3	1	0	0	0	0	3	1	0	0	0	0	3	1	0	0	0	0	1.5719963E7	5509628.0	5525907.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NVI7|ATD3A_HUMAN	Q9NVI7	ATD3A_HUMAN	ATAD3A	634	Homo sapiens	1:Experimental evidence at protein level	ATPase family AAA domain-containing protein 3A	1.0	0.999	21	58	21	58	19	20	14	2	1	2	7	8	6	0	0	0	19	20	14	2	1	2	3.59257888E8	1.78891827E9	1.8217376E9	8.668936E7	5.1826924E7	9.5362704E7	2.0320672E8	2.00659152E8	1.97059328E8	2.16056512E8	0.0	2.33198144E8	
sp|Q9NVJ2|ARL8B_HUMAN	Q9NVJ2	ARL8B_HUMAN	ARL8B	186	Homo sapiens	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 8B	1.0	0.999	6	17	4	17	6	8	2	1	0	0	1	3	0	0	0	0	6	8	2	1	0	0	1.28386016E8	1.37021792E8	1.363736E8	2.173242E7	0.0	0.0	4.1105788E7	4.2755612E7	4.3045256E7	0.0	0.0	0.0	
sp|Q9NVM9|INT13_HUMAN	Q9NVM9	INT13_HUMAN	INTS13	706	Homo sapiens	1:Experimental evidence at protein level	Integrator complex subunit 13	1.0	0.9967	3	4	4	4	2	2	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	1.9314416E7	1.8185168E7	1.2935118E7	0.0	0.0	0.0	1.5423676E7	1.3876911E7	0.0	0.0	0.0	0.0	
sp|Q9NVP1|DDX18_HUMAN	Q9NVP1	DDX18_HUMAN	DDX18	670	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX18	1.0	0.999	11	24	24	24	5	9	6	1	2	1	5	9	6	1	2	1	5	9	6	1	2	1	1.82596272E8	1.63665936E8	2.1290304E8	2.5870462E7	7.5702232E7	3.1355732E7	5.152772E7	5.5181104E7	5.5721568E7	0.0	4.6355836E7	0.0	
sp|Q9NVS2|RT18A_HUMAN	Q9NVS2	RT18A_HUMAN	MRPS18A	196	Homo sapiens	1:Experimental evidence at protein level	39S ribosomal protein S18a, mitochondrial	0.9985	0.9961	2	3	3	3	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1.7001014E7	1.55202E7	1.5309634E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NVS9|PNPO_HUMAN	Q9NVS9	PNPO_HUMAN	PNPO	261	Homo sapiens	1:Experimental evidence at protein level	Pyridoxine-5'-phosphate oxidase	1.0	0.999	6	12	12	12	4	5	3	0	0	0	4	5	3	0	0	0	4	5	3	0	0	0	1.23277376E8	1.17614344E8	1.14705384E8	0.0	0.0	0.0	3.2883674E7	3.0945044E7	3.278185E7	0.0	0.0	0.0	
sp|Q9NVU7|SDA1_HUMAN	Q9NVU7	SDA1_HUMAN	SDAD1	687	Homo sapiens	1:Experimental evidence at protein level	Protein SDA1 homolog	0.9996	0.9989	2	2	2	2	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1.6980002E7	1.4648448E7	5751092.0	0.0	0.0	0.0	9396580.0	8311233.5	0.0	0.0	0.0	0.0	
sp|Q9NVV4|PAPD1_HUMAN	Q9NVV4	PAPD1_HUMAN	MTPAP	582	Homo sapiens	1:Experimental evidence at protein level	Poly(A) RNA polymerase, mitochondrial	0.863	0.9928	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2.6551624E7	2.141522E7	2.6676888E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NVX2|NLE1_HUMAN	Q9NVX2	NLE1_HUMAN	NLE1	485	Homo sapiens	1:Experimental evidence at protein level	Notchless protein homolog 1	1.0	0.999	5	10	10	10	5	5	0	0	0	0	5	5	0	0	0	0	5	5	0	0	0	0	3.9028128E7	4.165182E7	2.9861206E7	0.0	0.0	0.0	1.1109431E7	1.0498921E7	1.0695086E7	0.0	0.0	0.0	
sp|Q9NW13|RBM28_HUMAN	Q9NW13	RBM28_HUMAN	RBM28	759	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 28	1.0	0.999	17	43	43	43	16	15	12	0	0	0	16	15	12	0	0	0	16	15	12	0	0	0	2.5755888E8	2.5820592E8	2.60649216E8	0.0	1.9289614E7	0.0	3.5858064E7	3.2719482E7	3.5418488E7	0.0	0.0	0.0	
sp|Q9NW64|RBM22_HUMAN	Q9NW64	RBM22_HUMAN	RBM22	420	Homo sapiens	1:Experimental evidence at protein level	Pre-mRNA-splicing factor RBM22	1.0	0.9935	3	3	3	3	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	6801815.0	4379008.5	9307973.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NW82|WDR70_HUMAN	Q9NW82	WDR70_HUMAN	WDR70	654	Homo sapiens	1:Experimental evidence at protein level	WD repeat-containing protein 70	0.971	0.9986	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	8259665.5	9260405.0	8104027.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NWB6|ARGL1_HUMAN	Q9NWB6	ARGL1_HUMAN	ARGLU1	273	Homo sapiens	1:Experimental evidence at protein level	Arginine and glutamate-rich protein 1	0.9982	0.9906	2	6	6	6	2	1	2	0	1	0	2	1	2	0	1	0	2	1	2	0	1	0	9060011.0	1.1692482E7	7478831.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NWH9|SLTM_HUMAN	Q9NWH9	SLTM_HUMAN	SLTM	1034	Homo sapiens	1:Experimental evidence at protein level	SAFB-like transcription modulator	1.0	0.999	9	20	20	20	8	9	3	0	0	0	8	9	3	0	0	0	8	9	3	0	0	0	1.54031552E8	1.7284312E8	1.55738432E8	0.0	0.0	0.0	6.9951896E7	7.320656E7	7.3409992E7	0.0	0.0	0.0	
sp|Q9NWS0|PIHD1_HUMAN	Q9NWS0	PIHD1_HUMAN	PIH1D1	290	Homo sapiens	1:Experimental evidence at protein level	PIH1 domain-containing protein 1	0.9427	0.9972	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	8025383.5	7127610.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NWT1|PK1IP_HUMAN	Q9NWT1	PK1IP_HUMAN	PAK1IP1	392	Homo sapiens	1:Experimental evidence at protein level	p21-activated protein kinase-interacting protein 1	1.0	0.999	4	8	8	8	2	6	0	0	0	0	2	6	0	0	0	0	2	6	0	0	0	0	2.9794088E7	4.7125464E7	2.6588826E7	0.0	0.0	0.0	1.1534613E7	1.1874766E7	1.2912684E7	0.0	0.0	0.0	
sp|Q9NWU5|RM22_HUMAN	Q9NWU5	RM22_HUMAN	MRPL22	206	Homo sapiens	1:Experimental evidence at protein level	39S ribosomal protein L22, mitochondrial	1.0	0.999	4	8	8	8	3	4	1	0	0	0	3	4	1	0	0	0	3	4	1	0	0	0	4.8115536E7	4.6340548E7	2.1659884E7	0.0	0.0	0.0	1.4919854E7	1.4571349E7	1.636862E7	0.0	0.0	0.0	
sp|Q9NWV4|CZIB_HUMAN	Q9NWV4	CZIB_HUMAN	CZIB	160	Homo sapiens	1:Experimental evidence at protein level	CXXC motif containing zinc binding protein	1.0	0.999	3	6	6	6	2	2	2	0	0	0	2	2	2	0	0	0	2	2	2	0	0	0	5.1081804E7	4.9958336E7	5.351468E7	0.0	0.0	0.0	1.7883654E7	1.7444198E7	1.9436734E7	0.0	0.0	0.0	
sp|Q9NWV8|BABA1_HUMAN	Q9NWV8	BABA1_HUMAN	BABAM1	329	Homo sapiens	1:Experimental evidence at protein level	BRISC and BRCA1-A complex member 1	0.9999	0.9982	2	3	3	3	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	1.5235401E7	0.0	6904111.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NWW5|CLN6_HUMAN	Q9NWW5	CLN6_HUMAN	CLN6	311	Homo sapiens	1:Experimental evidence at protein level	Ceroid-lipofuscinosis neuronal protein 6	0.9744	0.9988	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1.6073307E7	1.875594E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NWX6|THG1_HUMAN	Q9NWX6	THG1_HUMAN	THG1L	298	Homo sapiens	1:Experimental evidence at protein level	Probable tRNA(His) guanylyltransferase	0.9994	0.9971	2	4	4	4	1	3	0	0	0	0	1	3	0	0	0	0	1	3	0	0	0	0	8593404.0	8431546.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NX14|NDUBB_HUMAN	Q9NX14	NDUBB_HUMAN	NDUFB11	153	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	0.9766	0.9989	1	4	4	4	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	4.1820968E7	3.6039456E7	4.0466816E7	0.0	0.0	5.2396104E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NX20|RM16_HUMAN	Q9NX20	RM16_HUMAN	MRPL16	251	Homo sapiens	1:Experimental evidence at protein level	39S ribosomal protein L16, mitochondrial	1.0	0.9989	5	9	9	9	3	5	1	0	0	0	3	5	1	0	0	0	3	5	1	0	0	0	7.710892E7	6.853416E7	6.8093792E7	0.0	0.0	0.0	2.460886E7	2.2657274E7	2.0872396E7	0.0	0.0	0.0	
sp|Q9NX24|NHP2_HUMAN	Q9NX24	NHP2_HUMAN	NHP2	153	Homo sapiens	1:Experimental evidence at protein level	H/ACA ribonucleoprotein complex subunit 2	1.0	0.999	4	10	10	10	1	4	3	1	0	1	1	4	3	1	0	1	1	4	3	1	0	1	8.9596328E7	1.13562416E8	1.0902716E8	0.0	0.0	0.0	5.1111512E7	5.7549744E7	5.5948576E7	0.0	0.0	0.0	
sp|Q9NX40|OCAD1_HUMAN	Q9NX40	OCAD1_HUMAN	OCIAD1	245	Homo sapiens	1:Experimental evidence at protein level	OCIA domain-containing protein 1	1.0	0.9989	2	6	6	6	1	5	0	0	0	0	1	5	0	0	0	0	1	5	0	0	0	0	3.0009978E7	3.2662888E7	3.8100084E7	0.0	0.0	0.0	1.2127104E7	1.2613066E7	1.5941975E7	0.0	0.0	0.0	
sp|Q9NX46|ADPRS_HUMAN	Q9NX46	ADPRS_HUMAN	ADPRS	363	Homo sapiens	1:Experimental evidence at protein level	ADP-ribose glycohydrolase ARH3	1.0	0.9989	4	8	8	8	4	4	0	0	0	0	4	4	0	0	0	0	4	4	0	0	0	0	4.369018E7	3.6197876E7	3.671416E7	0.0	0.0	0.0	1.4480014E7	1.2065993E7	1.1728171E7	0.0	0.0	0.0	
sp|Q9NX55|HYPK_HUMAN	Q9NX55	HYPK_HUMAN	HYPK	129	Homo sapiens	1:Experimental evidence at protein level	Huntingtin-interacting protein K	1.0	0.999	3	6	6	6	1	3	2	0	0	0	1	3	2	0	0	0	1	3	2	0	0	0	1.8605382E7	4.87262E7	4.6111584E7	0.0	0.0	0.0	1.4121648E7	2.1045528E7	2.1145254E7	0.0	0.0	0.0	
sp|Q9NX58|LYAR_HUMAN	Q9NX58	LYAR_HUMAN	LYAR	379	Homo sapiens	1:Experimental evidence at protein level	Cell growth-regulating nucleolar protein	1.0	0.999	8	18	18	18	7	8	3	0	0	0	7	8	3	0	0	0	7	8	3	0	0	0	1.32776768E8	1.25845936E8	9.411096E7	0.0	0.0	0.0	2.3809404E7	2.2404182E7	2.0175888E7	0.0	0.0	0.0	
sp|Q9NX62|IMPA3_HUMAN	Q9NX62	IMPA3_HUMAN	BPNT2	359	Homo sapiens	1:Experimental evidence at protein level	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase	1.0	0.9988	2	5	5	5	2	3	0	0	0	0	2	3	0	0	0	0	2	3	0	0	0	0	1.0239054E7	1.0671628E7	1.1362748E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NX63|MIC19_HUMAN	Q9NX63	MIC19_HUMAN	CHCHD3	227	Homo sapiens	1:Experimental evidence at protein level	MICOS complex subunit MIC19	1.0	0.999	9	40	40	40	10	10	9	4	4	3	10	10	9	4	4	3	10	10	9	4	4	3	3.48671744E8	3.55458368E8	3.35370848E8	1.94863136E8	2.08272256E8	1.63606928E8	7.67262E7	7.4424168E7	7.177828E7	7.6518512E7	7.4392048E7	7.8213592E7	
sp|Q9NXF1|TEX10_HUMAN	Q9NXF1	TEX10_HUMAN	TEX10	929	Homo sapiens	1:Experimental evidence at protein level	Testis-expressed protein 10	1.0	0.998	6	8	8	8	4	2	2	0	0	0	4	2	2	0	0	0	4	2	2	0	0	0	5.4871672E7	6.5892268E7	5.3164868E7	0.0	0.0	0.0	3.3756492E7	3.4331944E7	3.3868256E7	0.0	0.0	0.0	
sp|Q9NXG2|THUM1_HUMAN	Q9NXG2	THUM1_HUMAN	THUMPD1	353	Homo sapiens	1:Experimental evidence at protein level	THUMP domain-containing protein 1	1.0	0.999	9	17	17	17	5	7	5	0	0	0	5	7	5	0	0	0	5	7	5	0	0	0	1.37770272E8	1.62322864E8	9.9555928E7	0.0	0.0	0.0	4.0757476E7	4.205024E7	4.2059852E7	0.0	0.0	0.0	
sp|Q9NXH9|TRM1_HUMAN	Q9NXH9	TRM1_HUMAN	TRMT1	659	Homo sapiens	1:Experimental evidence at protein level	tRNA (guanine(26)-N(2))-dimethyltransferase	1.0	0.999	9	15	15	17	6	7	2	0	0	0	6	7	2	0	0	0	7	8	2	0	0	0	6.8385464E7	7.7124816E7	5.9396428E7	0.0	0.0	0.0	1.8504448E7	1.8070922E7	1.6998862E7	0.0	0.0	0.0	
sp|Q9NXR7|BABA2_HUMAN	Q9NXR7	BABA2_HUMAN	BABAM2	383	Homo sapiens	1:Experimental evidence at protein level	BRISC and BRCA1-A complex member 2	1.0	0.9988	2	3	3	3	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	7954968.0	3.7197356E7	7983565.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NXV6|CARF_HUMAN	Q9NXV6	CARF_HUMAN	CDKN2AIP	580	Homo sapiens	1:Experimental evidence at protein level	CDKN2A-interacting protein	1.0	0.9988	4	6	6	6	3	3	0	0	0	0	3	3	0	0	0	0	3	3	0	0	0	0	2.6127102E7	1.7335788E7	2.0561384E7	0.0	0.0	0.0	8741565.0	8907945.0	8780608.0	0.0	0.0	0.0	
sp|Q9NY12|GAR1_HUMAN	Q9NY12	GAR1_HUMAN	GAR1	217	Homo sapiens	1:Experimental evidence at protein level	H/ACA ribonucleoprotein complex subunit 1	1.0	0.999	5	18	18	18	6	6	3	1	1	1	6	6	3	1	1	1	6	6	3	1	1	1	3.29221696E8	3.78211712E8	1.61425472E8	3.64401E7	4.0705732E7	3.9474792E7	1.11149896E8	1.14452256E8	1.030852E8	0.0	0.0	0.0	
sp|Q9NY27|PP4R2_HUMAN	Q9NY27	PP4R2_HUMAN	PPP4R2	417	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 4 regulatory subunit 2	0.9999	0.9988	2	3	3	3	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	9453904.0	1.2221533E7	1.2174523E7	0.0	0.0	0.0	5796487.0	7152758.5	7330318.0	0.0	0.0	0.0	
sp|Q9NY33|DPP3_HUMAN	Q9NY33	DPP3_HUMAN	DPP3	737	Homo sapiens	1:Experimental evidence at protein level	Dipeptidyl peptidase 3	1.0	0.999	15	38	38	38	16	13	8	1	0	0	16	13	8	1	0	0	16	13	8	1	0	0	3.29567456E8	2.63098016E8	3.08096512E8	2.8262578E7	0.0	0.0	5.032138E7	5.1891172E7	5.166074E7	0.0	0.0	0.0	
sp|Q9NY61|AATF_HUMAN	Q9NY61	AATF_HUMAN	AATF	560	Homo sapiens	1:Experimental evidence at protein level	Protein AATF	1.0	0.999	4	7	7	7	2	4	1	0	0	0	2	4	1	0	0	0	2	4	1	0	0	0	1.3569896E7	1.04506056E8	1.6247275E7	0.0	0.0	0.0	1.8156612E7	2.0885208E7	2.0981146E7	0.0	0.0	0.0	
sp|Q9NY93|DDX56_HUMAN	Q9NY93	DDX56_HUMAN	DDX56	547	Homo sapiens	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX56	1.0	0.999	7	16	16	16	7	6	2	0	1	0	7	6	2	0	1	0	7	6	2	0	1	0	9.1212408E7	9.6736936E7	8.1608104E7	0.0	3.7372764E7	0.0	2.8428714E7	2.7398406E7	2.8371126E7	0.0	0.0	0.0	
sp|Q9NYF8|BCLF1_HUMAN	Q9NYF8	BCLF1_HUMAN	BCLAF1	920	Homo sapiens	1:Experimental evidence at protein level	Bcl-2-associated transcription factor 1	1.0	0.999	13	33	33	33	12	13	7	0	1	0	12	13	7	0	1	0	12	13	7	0	1	0	2.35348528E8	2.22751808E8	2.32720304E8	0.0	3.2445024E7	0.0	4.7480152E7	4.887142E7	4.4755148E7	0.0	0.0	0.0	
sp|Q9NYH9|UTP6_HUMAN	Q9NYH9	UTP6_HUMAN	UTP6	597	Homo sapiens	2:Experimental evidence at transcript level	U3 small nucleolar RNA-associated protein 6 homolog	1.0	0.9989	4	5	5	5	1	3	1	0	0	0	1	3	1	0	0	0	1	3	1	0	0	0	1.9129308E7	4.1121956E7	2.0991738E7	0.0	0.0	0.0	1.3946883E7	1.6722757E7	1.4998729E7	0.0	0.0	0.0	
sp|Q9NYJ1|COA4_HUMAN	Q9NYJ1	COA4_HUMAN	COA4	87	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase assembly factor 4 homolog, mitochondrial	1.0	0.999	5	10	10	10	5	5	0	0	0	0	5	5	0	0	0	0	5	5	0	0	0	0	4.6724132E7	5.2615124E7	4.45113E7	0.0	0.0	0.0	2.7363952E7	2.7216844E7	3.0546276E7	0.0	0.0	0.0	
sp|Q9NYK5|RM39_HUMAN	Q9NYK5	RM39_HUMAN	MRPL39	338	Homo sapiens	1:Experimental evidence at protein level	39S ribosomal protein L39, mitochondrial	1.0	0.999	8	12	12	12	6	4	2	0	0	0	6	4	2	0	0	0	6	4	2	0	0	0	7.933016E7	5.2719516E7	8.8267928E7	0.0	0.0	0.0	2.149718E7	1.8791786E7	2.0831786E7	0.0	0.0	0.0	
sp|Q9NYL2|M3K20_HUMAN	Q9NYL2	M3K20_HUMAN	MAP3K20	800	Homo sapiens	1:Experimental evidence at protein level	Mitogen-activated protein kinase kinase kinase 20	0.9204	0.9961	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NYL4|FKB11_HUMAN	Q9NYL4	FKB11_HUMAN	FKBP11	201	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP11	1.0	0.999	3	11	11	11	3	3	3	1	1	0	3	3	3	1	1	0	3	3	3	1	1	0	9.3378456E7	8.9616696E7	8.9596816E7	3.6388368E7	3.0914702E7	0.0	4.177552E7	3.7602676E7	3.921794E7	0.0	0.0	0.0	
sp|Q9NYL9|TMOD3_HUMAN	Q9NYL9	TMOD3_HUMAN	TMOD3	352	Homo sapiens	1:Experimental evidence at protein level	Tropomodulin-3	1.0	0.999	15	34	31	34	11	13	10	0	0	0	10	11	10	0	0	0	11	13	10	0	0	0	2.06697168E8	2.02735424E8	5.5689664E8	0.0	0.0	0.0	7.030932E7	6.5528896E7	6.8439368E7	0.0	0.0	0.0	
sp|Q9NYP7|ELOV5_HUMAN	Q9NYP7	ELOV5_HUMAN	ELOVL5	299	Homo sapiens	1:Experimental evidence at protein level	Elongation of very long chain fatty acids protein 5	0.9999	0.999	2	3	3	3	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1.4781469E7	1.6868692E7	1.6376574E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NYT0|PLEK2_HUMAN	Q9NYT0	PLEK2_HUMAN	PLEK2	353	Homo sapiens	1:Experimental evidence at protein level	Pleckstrin-2	0.8091	0.9893	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9NYU2|UGGG1_HUMAN	Q9NYU2	UGGG1_HUMAN	UGGT1	1555	Homo sapiens	1:Experimental evidence at protein level	UDP-glucose:glycoprotein glucosyltransferase 1	1.0	0.999	18	35	35	35	11	14	8	2	0	0	11	14	8	2	0	0	11	14	8	2	0	0	2.071072E8	2.36592176E8	2.35886272E8	4.6371048E7	0.0	0.0	2.9059454E7	3.0592034E7	3.0533084E7	2.5798992E7	0.0	0.0	
sp|Q9NZ01|TECR_HUMAN	Q9NZ01	TECR_HUMAN	TECR	308	Homo sapiens	1:Experimental evidence at protein level	Very-long-chain enoyl-CoA reductase	1.0	0.999	9	43	43	43	10	12	8	4	5	4	10	12	8	4	5	4	10	12	8	4	5	4	4.83330432E8	4.79104128E8	4.7158768E8	3.062696E8	3.37029088E8	3.12038592E8	1.49655312E8	1.48101968E8	1.513792E8	1.32828E8	1.32016104E8	1.35443424E8	
sp|Q9NZ08|ERAP1_HUMAN	Q9NZ08	ERAP1_HUMAN	ERAP1	941	Homo sapiens	1:Experimental evidence at protein level	Endoplasmic reticulum aminopeptidase 1	1.0	0.9989	5	10	10	10	4	5	1	0	0	0	4	5	1	0	0	0	4	5	1	0	0	0	3.0586046E7	3.4159156E7	2.809177E7	0.0	0.0	0.0	1.8151886E7	2.0230098E7	1.8386814E7	0.0	0.0	0.0	
sp|Q9NZ45|CISD1_HUMAN	Q9NZ45	CISD1_HUMAN	CISD1	108	Homo sapiens	1:Experimental evidence at protein level	CDGSH iron-sulfur domain-containing protein 1	1.0	0.999	3	22	22	22	6	6	3	2	2	3	6	6	3	2	2	3	6	6	3	2	2	3	3.24728576E8	3.1475664E8	2.98482816E8	1.9923352E8	2.09188976E8	2.07636144E8	9.5814352E7	9.481356E7	7.8968216E7	1.28297304E8	1.35153072E8	9.9554528E7	
sp|Q9NZ63|TLS1_HUMAN	Q9NZ63	TLS1_HUMAN	C9orf78	289	Homo sapiens	1:Experimental evidence at protein level	Telomere length and silencing protein 1 homolog	0.9768	0.9989	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	1.0267143E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
