Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Spectral Count	10ngQCHeLa_50umC12_0min_1x_02 Spectral Count	10ngQCHeLa_50umC12_0min_1x_03 Spectral Count	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Spectral Count	200pgQCHeLa_50umC12_0min_1x_04 Spectral Count	200pgQCHeLa_50umC12_0min_1x_05 Spectral Count	200pgQCHeLa_50umC12_0min_1x_06 Spectral Count	20ngQCHeLa_50umC12_0min_1x_01 Spectral Count	20ngQCHeLa_50umC12_0min_1x_02 Spectral Count	20ngQCHeLa_50umC12_0min_1x_03 Spectral Count	2ngQCHeLa_50umC12_0min_1x_01 Spectral Count	2ngQCHeLa_50umC12_0min_1x_02 Spectral Count	2ngQCHeLa_50umC12_0min_1x_03 Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Spectral Count	Blank_50umC12_0min_1x_01 Spectral Count	Blank_50umC12_0min_1x_02 Spectral Count	Blank_50umC12_0min_1x_03 Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Unique Spectral Count	10ngQCHeLa_50umC12_0min_1x_02 Unique Spectral Count	10ngQCHeLa_50umC12_0min_1x_03 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_04 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_05 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_06 Unique Spectral Count	20ngQCHeLa_50umC12_0min_1x_01 Unique Spectral Count	20ngQCHeLa_50umC12_0min_1x_02 Unique Spectral Count	20ngQCHeLa_50umC12_0min_1x_03 Unique Spectral Count	2ngQCHeLa_50umC12_0min_1x_01 Unique Spectral Count	2ngQCHeLa_50umC12_0min_1x_02 Unique Spectral Count	2ngQCHeLa_50umC12_0min_1x_03 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	Blank_50umC12_0min_1x_01 Unique Spectral Count	Blank_50umC12_0min_1x_02 Unique Spectral Count	Blank_50umC12_0min_1x_03 Unique Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_02 Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_03 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_04 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_05 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_06 Total Spectral Count	20ngQCHeLa_50umC12_0min_1x_01 Total Spectral Count	20ngQCHeLa_50umC12_0min_1x_02 Total Spectral Count	20ngQCHeLa_50umC12_0min_1x_03 Total Spectral Count	2ngQCHeLa_50umC12_0min_1x_01 Total Spectral Count	2ngQCHeLa_50umC12_0min_1x_02 Total Spectral Count	2ngQCHeLa_50umC12_0min_1x_03 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	Blank_50umC12_0min_1x_01 Total Spectral Count	Blank_50umC12_0min_1x_02 Total Spectral Count	Blank_50umC12_0min_1x_03 Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Intensity	10ngQCHeLa_50umC12_0min_1x_02 Intensity	10ngQCHeLa_50umC12_0min_1x_03 Intensity	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Intensity	200pgQCHeLa_50umC12_0min_1x_04 Intensity	200pgQCHeLa_50umC12_0min_1x_05 Intensity	200pgQCHeLa_50umC12_0min_1x_06 Intensity	20ngQCHeLa_50umC12_0min_1x_01 Intensity	20ngQCHeLa_50umC12_0min_1x_02 Intensity	20ngQCHeLa_50umC12_0min_1x_03 Intensity	2ngQCHeLa_50umC12_0min_1x_01 Intensity	2ngQCHeLa_50umC12_0min_1x_02 Intensity	2ngQCHeLa_50umC12_0min_1x_03 Intensity	2ngQCHeLa_75umC8_0min_1x_01 Intensity	2ngQCHeLa_75umC8_0min_1x_02 Intensity	Blank_50umC12_0min_1x_01 Intensity	Blank_50umC12_0min_1x_02 Intensity	Blank_50umC12_0min_1x_03 Intensity	10ngQCHeLa_50umC12_0min_1x_01 MaxLFQ Intensity	10ngQCHeLa_50umC12_0min_1x_02 MaxLFQ Intensity	10ngQCHeLa_50umC12_0min_1x_03 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_04 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_05 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_06 MaxLFQ Intensity	20ngQCHeLa_50umC12_0min_1x_01 MaxLFQ Intensity	20ngQCHeLa_50umC12_0min_1x_02 MaxLFQ Intensity	20ngQCHeLa_50umC12_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_50umC12_0min_1x_01 MaxLFQ Intensity	2ngQCHeLa_50umC12_0min_1x_02 MaxLFQ Intensity	2ngQCHeLa_50umC12_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	Blank_50umC12_0min_1x_01 MaxLFQ Intensity	Blank_50umC12_0min_1x_02 MaxLFQ Intensity	Blank_50umC12_0min_1x_03 MaxLFQ Intensity	Indistinguishable Proteins
sp|A6NHL2|TBAL3_HUMAN	A6NHL2	TBAL3_HUMAN	TUBAL3	446	Homo sapiens	1:Experimental evidence at protein level	Tubulin alpha chain-like 3	1.0	0.999	4	19	19	82	2	1	1	0	0	1	0	2	2	1	2	2	1	2	2	0	0	0	2	1	1	0	0	1	0	2	2	1	2	2	1	2	2	0	0	0	8	7	6	1	2	3	1	8	7	5	7	7	6	7	7	0	0	0	5.4246784E7	5.2646628E7	5.1346056E7	0.0	0.0	0.0	4.8118068E7	6.1252716E7	5.9791472E7	6.3424576E7	4.801288E7	5.1290428E7	4.6104432E7	6.1264668E7	5.9232424E7	8.0248928E7	0.0	0.0	3.8356136E7	3.6359832E7	3.0789076E7	0.0	0.0	0.0	0.0	4.0138344E7	3.8643248E7	4.0797268E7	2.7551216E7	3.2811162E7	0.0	4.1315044E7	4.0606492E7	5.6784212E7	0.0	0.0	
sp|A6NHR9|SMHD1_HUMAN	A6NHR9	SMHD1_HUMAN	SMCHD1	2005	Homo sapiens	1:Experimental evidence at protein level	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	1.0	0.9989	7	13	13	13	2	1	0	0	0	0	0	5	2	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	5	2	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	5	2	2	1	0	0	0	0	0	0	0	1.1241373E7	7671933.0	9483256.0	0.0	0.0	0.0	0.0	1.0063169E7	8862031.0	8732205.0	8583341.0	1.08978E7	2983927.2	9494243.0	3453536.2	0.0	0.0	0.0	4370742.5	3160139.5	3438369.0	0.0	0.0	0.0	0.0	3178641.8	3123943.2	3127280.0	4373511.5	4155410.8	0.0	4388550.5	0.0	0.0	0.0	0.0	
sp|A8CG34|P121C_HUMAN	A8CG34	P121C_HUMAN	POM121C	1229	Homo sapiens	1:Experimental evidence at protein level	Nuclear envelope pore membrane protein POM 121C	0.7683	0.9894	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	7259064.0	6732578.0	0.0	0.0	0.0	0.0	4907303.0	6221401.5	7659558.0	7775028.0	0.0	1.0631799E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q6PJE2|POZP3_HUMAN, sp|Q96HA1|P121A_HUMAN
sp|A8MWD9|RUXGL_HUMAN	A8MWD9	RUXGL_HUMAN	SNRPGP15	76	Homo sapiens	5:Protein uncertain	Putative small nuclear ribonucleoprotein G-like protein 15	1.0	0.999	3	38	0	38	3	3	3	0	1	1	0	3	3	3	4	4	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	1	1	0	3	3	3	4	4	4	3	3	0	0	0	6.8419144E7	7.4834952E7	7.870292E7	0.0	2.7503688E7	1.0207758E7	0.0	8.8322232E7	9.2312784E7	9.1727656E7	5.7474504E7	6.4063812E7	5.1541572E7	6.29956E7	6.609254E7	3.299837E7	0.0	0.0	3.8958072E7	3.8744468E7	3.5147776E7	0.0	4.0092716E7	0.0	0.0	3.8920288E7	3.935628E7	3.8123716E7	3.8892732E7	4.4797892E7	4.2426932E7	2.8752908E7	3.0846562E7	0.0	0.0	0.0	sp|P62308|RUXG_HUMAN
sp|A8MXV4|NUD19_HUMAN	A8MXV4	NUD19_HUMAN	NUDT19	375	Homo sapiens	1:Experimental evidence at protein level	Nucleoside diphosphate-linked moiety X motif 19	0.9647	0.9987	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5541939.5	3539825.0	0.0	0.0	0.0	0.0	0.0	3417858.0	3549648.2	3926273.5	5587001.0	5564391.0	0.0	4210022.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|B0I1T2|MYO1G_HUMAN	B0I1T2	MYO1G_HUMAN	MYO1G	1018	Homo sapiens	1:Experimental evidence at protein level	Unconventional myosin-Ig	1.0	0.999	23	140	131	140	14	12	15	0	0	0	0	20	19	18	9	9	11	7	6	0	0	0	13	12	14	0	0	0	0	19	18	17	8	8	10	6	6	0	0	0	14	12	15	0	0	0	0	20	19	18	9	9	11	7	6	0	0	0	1.81956368E8	1.58072608E8	1.69180448E8	0.0	0.0	0.0	1.7565144E7	1.80087136E8	1.8007312E8	1.77444992E8	1.37277056E8	1.27319616E8	1.2351988E8	1.00021152E8	1.1886636E8	4.524064E7	0.0	0.0	2.432743E7	2.238862E7	2.2613632E7	0.0	0.0	0.0	8608803.0	2.2727844E7	2.303612E7	2.2266954E7	2.3235438E7	2.39545E7	2.3578294E7	2.6800054E7	2.3383536E7	2.094609E7	0.0	0.0	
sp|B7ZAQ6|GPHRA_HUMAN	B7ZAQ6	GPHRA_HUMAN	GPR89A	455	Homo sapiens	1:Experimental evidence at protein level	Golgi pH regulator A	0.9676	0.9988	1	4	0	4	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	4027516.2	3462768.8	3833958.8	0.0	0.0	0.0	0.0	4573242.5	4153385.0	3961834.8	0.0	2981669.5	2455645.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P0CG08|GPHRB_HUMAN
sp|E9PAV3|NACAM_HUMAN	E9PAV3	NACAM_HUMAN	NACA	2078	Homo sapiens	1:Experimental evidence at protein level	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	1.0	0.999	5	97	0	97	7	7	7	3	4	6	1	9	8	9	9	8	9	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	3	4	6	1	9	8	9	9	8	9	6	4	0	0	0	4.27062368E8	4.02085376E8	4.12975936E8	1.33129768E8	3.0415264E8	3.61087168E8	3.96084192E8	4.57378944E8	4.3746176E8	4.5349728E8	3.94063168E8	4.12515104E8	3.72323552E8	5.11906304E8	5.21244096E8	2.92929952E8	0.0	0.0	1.28847776E8	1.191924E8	1.24646104E8	1.15722424E8	1.22903184E8	1.34653728E8	1.34092856E8	1.38698384E8	1.35157856E8	1.3696488E8	1.20312168E8	1.24966072E8	1.1671988E8	1.56868496E8	1.58909696E8	1.0926156E8	0.0	0.0	sp|Q13765|NACA_HUMAN
sp|E9PRG8|CK098_HUMAN	E9PRG8	CK098_HUMAN	C11orf98	123	Homo sapiens	4:Protein predicted	Uncharacterized protein C11orf98	0.9995	0.999	2	12	12	12	1	1	1	0	0	0	0	1	1	1	1	1	2	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	2	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	2	1	1	0	0	0	1.8566006E7	1.5518562E7	1.7204716E7	0.0	0.0	0.0	0.0	1.7673938E7	1.6578682E7	1.7276912E7	1.7725956E7	1.7812926E7	1.983182E7	1.6705998E7	1.8061154E7	1.4561419E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|G2XKQ0|SUMO5_HUMAN	G2XKQ0	SUMO5_HUMAN	SUMO1P1	101	Homo sapiens	1:Experimental evidence at protein level	Small ubiquitin-related modifier 5	1.0	0.999	2	18	0	18	2	2	2	0	0	0	0	2	3	1	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	2	3	1	1	1	2	1	1	0	0	0	2.8887146E7	2.8485948E7	2.8524784E7	0.0	0.0	0.0	0.0	2.6428538E7	2.670923E7	2.5095498E7	2.6568256E7	2.9900774E7	3.039638E7	2.7552554E7	2.6551312E7	1.9944196E7	0.0	0.0	1.7342714E7	1.7167854E7	1.7672408E7	0.0	0.0	0.0	0.0	1.6694828E7	1.6410149E7	1.5702489E7	1.7002804E7	1.9139474E7	1.7888786E7	2.3390728E7	2.0681572E7	0.0	0.0	0.0	sp|P63165|SUMO1_HUMAN
sp|L0R6Q1|S35U4_HUMAN	L0R6Q1	S35U4_HUMAN	SLC35A4	103	Homo sapiens	3:Protein inferred from homology	SLC35A4 upstream open reading frame protein	1.0	0.999	4	17	17	17	2	0	2	0	0	0	0	2	4	3	1	1	1	1	0	0	0	0	2	0	2	0	0	0	0	2	4	3	1	1	1	1	0	0	0	0	2	0	2	0	0	0	0	2	4	3	1	1	1	1	0	0	0	0	1.8782924E7	7534398.0	1.7468914E7	0.0	0.0	0.0	0.0	1.7996348E7	2.2778318E7	1.9635028E7	1.1691344E7	1.1442188E7	1.0162156E7	8465632.0	9519432.0	0.0	0.0	0.0	9404025.0	8317007.5	8990433.0	0.0	0.0	0.0	0.0	9238209.0	9729599.0	1.0058538E7	6974556.5	5379336.0	6864475.0	4891504.0	6543151.0	0.0	0.0	0.0	
sp|L0R819|ASURF_HUMAN	L0R819	ASURF_HUMAN	ASDURF	96	Homo sapiens	1:Experimental evidence at protein level	ASNSD1 upstream open reading frame protein	0.7506	0.9883	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00115|DNS2A_HUMAN	O00115	DNS2A_HUMAN	DNASE2	360	Homo sapiens	1:Experimental evidence at protein level	Deoxyribonuclease-2-alpha	0.9708	0.9989	1	8	8	8	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	8208573.0	6740901.0	6241810.5	0.0	0.0	0.0	0.0	6190902.0	6696930.5	5976289.5	0.0	0.0	5975331.0	7771735.0	7966539.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00116|ADAS_HUMAN	O00116	ADAS_HUMAN	AGPS	658	Homo sapiens	1:Experimental evidence at protein level	Alkyldihydroxyacetonephosphate synthase, peroxisomal	1.0	0.999	18	84	84	84	9	5	8	0	0	0	0	14	13	13	8	2	7	3	2	0	0	0	9	5	8	0	0	0	0	14	13	13	8	2	7	3	2	0	0	0	9	5	8	0	0	0	0	14	13	13	8	2	7	3	2	0	0	0	1.5255176E8	1.54175264E8	1.76574512E8	0.0	0.0	0.0	2.9710146E7	1.79230192E8	1.91768768E8	1.99582512E8	1.26596528E8	1.1817624E8	1.05625984E8	1.1780372E8	9.0729408E7	5.8292264E7	0.0	0.0	3.4198364E7	3.3984144E7	3.9498912E7	0.0	0.0	0.0	2.7511026E7	4.259118E7	4.2714216E7	4.296358E7	3.378564E7	2.9863448E7	3.2517404E7	3.157592E7	3.2488342E7	5.834896E7	0.0	0.0	
sp|O00139|KIF2A_HUMAN	O00139	KIF2A_HUMAN	KIF2A	706	Homo sapiens	1:Experimental evidence at protein level	Kinesin-like protein KIF2A	1.0	0.999	10	32	32	32	4	5	2	0	0	0	0	3	7	6	1	2	2	0	0	0	0	0	4	5	2	0	0	0	0	3	7	6	1	2	2	0	0	0	0	0	4	5	2	0	0	0	0	3	7	6	1	2	2	0	0	0	0	0	2.1299076E7	3.7759908E7	2.8869006E7	0.0	0.0	0.0	0.0	1.5539402E7	3.7668052E7	3.422502E7	1.17107E7	1.3137833E7	2.5494378E7	2.0729552E7	1792475.0	1469802.9	0.0	0.0	6574304.5	6567327.5	6793975.0	0.0	0.0	0.0	0.0	6124523.0	6830691.0	6838507.0	5799001.0	5769453.5	5815000.5	7089541.5	0.0	0.0	0.0	0.0	
sp|O00148|DX39A_HUMAN	O00148	DX39A_HUMAN	DDX39A	427	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX39A	1.0	0.999	17	70	70	261	8	6	7	1	1	2	0	9	7	10	5	4	4	3	3	0	0	0	8	6	7	1	1	2	0	9	7	10	5	4	4	3	3	0	0	0	25	21	20	4	11	12	0	27	21	30	21	18	18	17	15	1	0	0	1.13213648E8	1.00079952E8	1.152696E8	3.0067752E7	2.6585306E7	3.5570048E7	4.4347436E7	1.47537984E8	1.44244384E8	1.59834544E8	8.7615024E7	7.4355768E7	7.7863792E7	5.9236936E7	7.707912E7	8.2424752E7	0.0	0.0	3.124298E7	3.0469408E7	3.5062468E7	0.0	0.0	2.2039146E7	2.6456846E7	3.6587164E7	3.778838E7	3.9406808E7	3.3182834E7	1.6521301E7	3.1912798E7	2.387336E7	2.240965E7	3.1394918E7	0.0	0.0	
sp|O00154|BACH_HUMAN	O00154	BACH_HUMAN	ACOT7	380	Homo sapiens	1:Experimental evidence at protein level	Cytosolic acyl coenzyme A thioester hydrolase	1.0	0.999	8	65	65	65	6	5	6	0	0	0	0	10	10	10	4	5	4	4	1	0	0	0	6	5	6	0	0	0	0	10	10	10	4	5	4	4	1	0	0	0	6	5	6	0	0	0	0	10	10	10	4	5	4	4	1	0	0	0	1.89816736E8	1.40758864E8	1.14593088E8	0.0	0.0	0.0	1.769912E7	1.56426816E8	1.63182352E8	1.40951456E8	8.85026E7	1.12164944E8	8.0056056E7	1.09476656E8	7.2399552E7	6845444.0	0.0	0.0	2.818088E7	2.7113866E7	3.0083264E7	0.0	0.0	0.0	3.229201E7	3.1581276E7	3.2112346E7	3.0852084E7	2.4260662E7	2.6626542E7	2.6998016E7	3.425414E7	3.0222058E7	0.0	0.0	0.0	
sp|O00159|MYO1C_HUMAN	O00159	MYO1C_HUMAN	MYO1C	1063	Homo sapiens	1:Experimental evidence at protein level	Unconventional myosin-Ic	1.0	0.999	23	107	107	107	13	7	11	0	0	0	0	19	15	15	7	7	9	3	1	0	0	0	13	7	11	0	0	0	0	19	15	15	7	7	9	3	1	0	0	0	13	7	11	0	0	0	0	19	15	15	7	7	9	3	1	0	0	0	1.40045152E8	1.773884E8	1.75586272E8	0.0	0.0	0.0	0.0	1.30397504E8	1.13880216E8	1.24501192E8	9.3636984E7	1.14190528E8	1.18945648E8	9.3066216E7	1.19938864E8	5412179.0	0.0	0.0	2.4551396E7	2.5405524E7	2.5227374E7	0.0	0.0	0.0	0.0	2.4575588E7	2.5246778E7	2.48962E7	2.2908994E7	2.4881686E7	2.2454002E7	2.8004262E7	2.989575E7	0.0	0.0	0.0	
sp|O00161|SNP23_HUMAN	O00161	SNP23_HUMAN	SNAP23	211	Homo sapiens	1:Experimental evidence at protein level	Synaptosomal-associated protein 23	0.9723	0.999	1	6	6	6	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	4379531.0	4557947.0	4818342.0	0.0	0.0	0.0	0.0	4992907.5	5709806.0	7320689.0	3652166.2	3156099.5	3672028.2	5747363.5	6425627.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00165|HAX1_HUMAN	O00165	HAX1_HUMAN	HAX1	279	Homo sapiens	1:Experimental evidence at protein level	HCLS1-associated protein X-1	1.0	0.9989	3	11	11	11	1	0	2	0	0	0	0	3	2	2	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	3	2	2	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	3	2	2	1	0	0	0	0	0	0	0	1.1072125E7	1.2097037E7	1.0031144E7	0.0	0.0	0.0	0.0	1.1031598E7	9983985.0	9428606.0	4006927.2	9734523.0	1.1801932E7	0.0	0.0	0.0	0.0	0.0	4673595.0	5184062.0	4300270.5	0.0	0.0	0.0	0.0	4615374.5	4092843.5	3844997.5	0.0	4339488.5	5223954.0	0.0	0.0	0.0	0.0	0.0	
sp|O00170|AIP_HUMAN	O00170	AIP_HUMAN	AIP	330	Homo sapiens	1:Experimental evidence at protein level	AH receptor-interacting protein	1.0	0.999	9	67	67	67	8	8	8	0	0	0	0	8	9	9	4	4	5	3	1	0	0	0	8	8	8	0	0	0	0	8	9	9	4	4	5	3	1	0	0	0	8	8	8	0	0	0	0	8	9	9	4	4	5	3	1	0	0	0	7.4821416E7	7.4429952E7	7.20768E7	0.0	0.0	0.0	2.053399E7	6.8642512E7	7.3394704E7	7.0328424E7	6.4256784E7	6.9776704E7	6.5516816E7	4.8287288E7	4.2381332E7	3.2016386E7	0.0	0.0	1.8891134E7	1.7843576E7	1.7126322E7	0.0	0.0	0.0	0.0	1.6661403E7	1.6549001E7	1.6649439E7	1.837489E7	1.8322316E7	1.8232848E7	1.8982756E7	2.0773924E7	1.9691634E7	0.0	0.0	
sp|O00178|GTPB1_HUMAN	O00178	GTPB1_HUMAN	GTPBP1	669	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein 1	0.9988	0.9986	2	4	4	4	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	5435121.0	6066828.0	3037244.5	0.0	0.0	0.0	0.0	6630453.5	7125607.0	7334177.0	5692046.5	2525430.5	4647279.0	0.0	0.0	0.0	0.0	0.0	3163147.0	3489352.5	0.0	0.0	0.0	0.0	0.0	3782415.2	4157568.2	4158636.0	3236961.2	0.0	2688390.5	0.0	0.0	0.0	0.0	0.0	
sp|O00186|STXB3_HUMAN	O00186	STXB3_HUMAN	STXBP3	592	Homo sapiens	1:Experimental evidence at protein level	Syntaxin-binding protein 3	1.0	0.9987	9	25	25	25	5	1	3	0	0	0	0	7	5	4	0	0	0	0	0	0	0	0	5	1	3	0	0	0	0	7	5	4	0	0	0	0	0	0	0	0	5	1	3	0	0	0	0	7	5	4	0	0	0	0	0	0	0	0	2.863062E7	1.740162E7	2.141822E7	0.0	0.0	0.0	0.0	3.3089216E7	2.9468562E7	2.315648E7	7943082.5	1.0156955E7	7331271.5	7094122.5	3483758.8	0.0	0.0	0.0	5534552.5	5843143.0	5441573.0	0.0	0.0	0.0	0.0	5958987.0	6251307.5	5581171.0	4845164.0	6161283.5	4494240.5	4188973.0	0.0	0.0	0.0	0.0	
sp|O00193|SMAP_HUMAN	O00193	SMAP_HUMAN	SMAP	183	Homo sapiens	1:Experimental evidence at protein level	Small acidic protein	1.0	0.999	3	27	27	27	4	1	2	0	0	0	0	2	3	4	4	2	3	1	1	0	0	0	4	1	2	0	0	0	0	2	3	4	4	2	3	1	1	0	0	0	4	1	2	0	0	0	0	2	3	4	4	2	3	1	1	0	0	0	4.1928596E7	5.0582692E7	4.3408544E7	0.0	0.0	0.0	0.0	5.167618E7	5.6170872E7	5.1196708E7	2.755268E7	3.7864688E7	1.6276271E7	4.2477152E7	4.6099936E7	2.5266452E7	0.0	0.0	3.0024124E7	2.6191718E7	2.355384E7	0.0	0.0	0.0	0.0	2.6215022E7	2.3380976E7	2.519881E7	2.5351986E7	3.1748288E7	5.3222696E7	4.106482E7	0.0	0.0	0.0	0.0	
sp|O00194|RB27B_HUMAN	O00194	RB27B_HUMAN	RAB27B	218	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-27B	0.839	0.9932	2	1	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00203|AP3B1_HUMAN	O00203	AP3B1_HUMAN	AP3B1	1094	Homo sapiens	1:Experimental evidence at protein level	AP-3 complex subunit beta-1	1.0	0.9989	9	27	27	27	4	2	3	0	0	0	0	5	5	7	0	1	0	0	0	0	0	0	4	2	3	0	0	0	0	5	5	7	0	1	0	0	0	0	0	0	4	2	3	0	0	0	0	5	5	7	0	1	0	0	0	0	0	0	5.4382276E7	3.7293224E7	2.7984572E7	0.0	0.0	0.0	0.0	4.1606196E7	4.310434E7	3.3821004E7	1.9941368E7	2.088513E7	2.4267128E7	8886874.0	4806969.5	0.0	0.0	0.0	1.1623811E7	1.0551704E7	1.0512997E7	0.0	0.0	0.0	0.0	1.0591342E7	1.0150312E7	1.090954E7	9897928.0	9678027.0	9839412.0	1.3582368E7	0.0	0.0	0.0	0.0	
