Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Spectral Count	10ngQCHeLa_75umC8_0min_1x_02 Spectral Count	10ngQCHeLa_75umC8_0min_1x_03 Spectral Count	200pgQCHeLa_75umC8_0min_1x_00 Spectral Count	200pgQCHeLa_75umC8_0min_1x_01 Spectral Count	200pgQCHeLa_75umC8_0min_1x_02 Spectral Count	200pgQCHeLa_75umC8_0min_1x_03 Spectral Count	20ngQCHeLa_75umC8_0min_1x_01 Spectral Count	20ngQCHeLa_75umC8_0min_1x_02 Spectral Count	20ngQCHeLa_75umC8_0min_1x_03 Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Spectral Count	2ngQCHeLa_75umC8_0min_1x_03 Spectral Count	Blank_75umC8_0min_1x_01 Spectral Count	Blank_75umC8_0min_1x_02 Spectral Count	Blank_75umC8_0min_1x_03 Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	10ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	10ngQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_00 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	20ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	20ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	20ngQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	Blank_75umC8_0min_1x_01 Unique Spectral Count	Blank_75umC8_0min_1x_02 Unique Spectral Count	Blank_75umC8_0min_1x_03 Unique Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_03 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_00 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_01 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_02 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_03 Total Spectral Count	20ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	20ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	20ngQCHeLa_75umC8_0min_1x_03 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_03 Total Spectral Count	Blank_75umC8_0min_1x_01 Total Spectral Count	Blank_75umC8_0min_1x_02 Total Spectral Count	Blank_75umC8_0min_1x_03 Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Intensity	10ngQCHeLa_75umC8_0min_1x_02 Intensity	10ngQCHeLa_75umC8_0min_1x_03 Intensity	200pgQCHeLa_75umC8_0min_1x_00 Intensity	200pgQCHeLa_75umC8_0min_1x_01 Intensity	200pgQCHeLa_75umC8_0min_1x_02 Intensity	200pgQCHeLa_75umC8_0min_1x_03 Intensity	20ngQCHeLa_75umC8_0min_1x_01 Intensity	20ngQCHeLa_75umC8_0min_1x_02 Intensity	20ngQCHeLa_75umC8_0min_1x_03 Intensity	2ngQCHeLa_75umC8_0min_1x_01 Intensity	2ngQCHeLa_75umC8_0min_1x_02 Intensity	2ngQCHeLa_75umC8_0min_1x_03 Intensity	Blank_75umC8_0min_1x_01 Intensity	Blank_75umC8_0min_1x_02 Intensity	Blank_75umC8_0min_1x_03 Intensity	10ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	10ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	10ngQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_00 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	20ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	20ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	20ngQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	Blank_75umC8_0min_1x_01 MaxLFQ Intensity	Blank_75umC8_0min_1x_02 MaxLFQ Intensity	Blank_75umC8_0min_1x_03 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q96AC1|FERM2_HUMAN	Q96AC1	FERM2_HUMAN	FERMT2	680	Homo sapiens	1:Experimental evidence at protein level	Fermitin family homolog 2	1.0	0.999	13	45	41	45	5	5	2	0	0	0	0	9	10	9	0	2	3	0	0	0	5	5	1	0	0	0	0	8	9	8	0	2	3	0	0	0	5	5	2	0	0	0	0	9	10	9	0	2	3	0	0	0	5.9643156E7	6.1105872E7	5.5173808E7	0.0	0.0	0.0	0.0	6.5040456E7	6.203454E7	6.5023704E7	2.5975954E7	3.2846294E7	2.6887142E7	0.0	0.0	0.0	1.3170945E7	1.2976403E7	1.3359716E7	0.0	0.0	0.0	0.0	1.3241145E7	1.350242E7	1.4113499E7	1.2709695E7	1.3302172E7	1.2799054E7	0.0	0.0	0.0	
sp|Q96AE4|FUBP1_HUMAN	Q96AE4	FUBP1_HUMAN	FUBP1	644	Homo sapiens	1:Experimental evidence at protein level	Far upstream element-binding protein 1	1.0	0.999	19	142	130	142	7	14	16	1	6	5	5	20	13	18	14	10	13	0	0	0	6	13	14	1	5	5	5	18	12	17	13	9	12	0	0	0	7	14	16	1	6	5	5	20	13	18	14	10	13	0	0	0	2.93543168E8	2.93575904E8	2.99142176E8	5.1692428E7	1.8906536E8	1.74050896E8	1.71445424E8	3.21431776E8	3.02657408E8	3.1806544E8	2.85909536E8	3.09935008E8	2.88873248E8	0.0	0.0	0.0	5.346422E7	5.0710784E7	5.4368216E7	3.4548408E7	5.1150468E7	4.6886344E7	4.7526E7	5.1297932E7	5.079948E7	5.0508176E7	5.4035336E7	5.7345472E7	5.3587812E7	0.0	0.0	0.0	
sp|Q96AG4|LRC59_HUMAN	Q96AG4	LRC59_HUMAN	LRRC59	307	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat-containing protein 59	1.0	0.999	9	73	73	73	7	6	7	0	3	2	2	9	9	9	6	7	6	0	0	0	7	6	7	0	3	2	2	9	9	9	6	7	6	0	0	0	7	6	7	0	3	2	2	9	9	9	6	7	6	0	0	0	2.3664136E8	2.41436656E8	2.46248528E8	6.9726608E7	1.71589312E8	1.63083472E8	2.05988832E8	2.53038672E8	2.6752088E8	2.47742848E8	2.44759408E8	2.36517296E8	2.38796736E8	0.0	0.0	0.0	5.0599248E7	5.06898E7	5.192934E7	0.0	4.3625364E7	4.77496E7	4.5708352E7	5.2606048E7	5.3830964E7	5.2482316E7	5.14501E7	4.8329568E7	5.0169372E7	0.0	0.0	0.0	
sp|Q96AY3|FKB10_HUMAN	Q96AY3	FKB10_HUMAN	FKBP10	582	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP10	1.0	0.999	12	62	57	62	6	10	6	0	0	0	0	8	10	12	3	5	2	0	0	0	6	9	6	0	0	0	0	7	9	11	3	4	2	0	0	0	6	10	6	0	0	0	0	8	10	12	3	5	2	0	0	0	6.390974E7	8.110656E7	7.6073632E7	0.0	0.0	0.0	0.0	8.891684E7	9.2912824E7	7.553268E7	4.7594376E7	5.037664E7	3.9348872E7	0.0	0.0	0.0	1.3190461E7	1.3328166E7	1.4646519E7	0.0	0.0	0.0	0.0	1.6870714E7	1.6201411E7	1.6303174E7	1.2662371E7	1.4337068E7	1.0382253E7	0.0	0.0	0.0	
sp|Q96B26|EXOS8_HUMAN	Q96B26	EXOS8_HUMAN	EXOSC8	276	Homo sapiens	1:Experimental evidence at protein level	Exosome complex component RRP43	1.0	0.9989	5	9	9	9	0	0	1	0	0	0	0	3	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	4	0	0	0	0	0	0	1.6048934E7	9721471.0	1.831416E7	0.0	0.0	0.0	0.0	1.8461432E7	1.6228814E7	2.0683392E7	1.2088732E7	1.0885516E7	8661524.0	0.0	0.0	0.0	7878537.5	7549626.5	6034163.5	0.0	0.0	0.0	0.0	7050433.5	5901972.0	6156305.5	6279601.5	5231319.5	7065079.5	0.0	0.0	0.0	
sp|Q96B49|TOM6_HUMAN	Q96B49	TOM6_HUMAN	TOMM6	74	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import receptor subunit TOM6 homolog	0.999	0.999	2	5	5	5	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	1.0052906E7	1.0058666E7	9060383.0	0.0	0.0	0.0	0.0	1.7292194E7	1.7217392E7	2.1421862E7	1867328.8	4130107.5	1746244.8	0.0	0.0	0.0	6346883.0	6351973.5	5783670.0	0.0	0.0	0.0	0.0	1.1263613E7	1.0987563E7	1.3573815E7	0.0	2760722.0	0.0	0.0	0.0	0.0	
sp|Q96B97|SH3K1_HUMAN	Q96B97	SH3K1_HUMAN	SH3KBP1	665	Homo sapiens	1:Experimental evidence at protein level	SH3 domain-containing kinase-binding protein 1	1.0	0.999	3	12	12	12	2	2	0	0	0	0	0	3	2	3	0	0	0	0	0	0	2	2	0	0	0	0	0	3	2	3	0	0	0	0	0	0	2	2	0	0	0	0	0	3	2	3	0	0	0	0	0	0	1.7245312E7	1.7814688E7	1.5395014E7	0.0	0.0	0.0	0.0	1.7282676E7	1.8252996E7	1.9675106E7	1.4509537E7	1.3273535E7	1.5090385E7	0.0	0.0	0.0	7400759.0	7637161.5	6593964.5	0.0	0.0	0.0	0.0	7704226.0	7549854.0	8155561.0	5845085.0	4467511.5	5314142.5	0.0	0.0	0.0	
sp|Q96BN8|OTUL_HUMAN	Q96BN8	OTUL_HUMAN	OTULIN	352	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin thioesterase otulin	1.0	0.999	3	5	5	5	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	2126958.8	2904175.0	3299687.8	0.0	0.0	0.0	0.0	5827219.5	5779992.5	4306095.0	982882.5	3326884.0	981302.25	0.0	0.0	0.0	0.0	2013537.1	2288890.0	0.0	0.0	0.0	0.0	3260752.8	3215714.8	3832179.8	0.0	2308011.5	0.0	0.0	0.0	0.0	
sp|Q96BP2|CHCH1_HUMAN	Q96BP2	CHCH1_HUMAN	CHCHD1	118	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil-helix-coiled-coil-helix domain-containing protein 1	0.8901	0.9958	1	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1931784.8	1545637.0	2171803.0	0.0	0.0	0.0	0.0	2127922.8	1751963.6	1779839.5	2201325.8	2448790.5	1919072.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96BQ5|CC127_HUMAN	Q96BQ5	CC127_HUMAN	CCDC127	260	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 127	0.924	0.9972	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1636877.8	1928062.5	1704821.8	0.0	0.0	0.0	0.0	1740780.0	1883407.4	1633421.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96BR5|COA7_HUMAN	Q96BR5	COA7_HUMAN	COA7	231	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase assembly factor 7	0.9683	0.9989	1	2	2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2701435.0	2929121.0	2650674.2	0.0	0.0	0.0	0.0	2864048.8	2636186.0	2828409.2	2218141.8	2169301.5	2743671.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96BW9|TAM41_HUMAN	Q96BW9	TAM41_HUMAN	TAMM41	452	Homo sapiens	1:Experimental evidence at protein level	Phosphatidate cytidylyltransferase, mitochondrial	1.0	0.9989	3	7	7	7	0	1	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	0	0	0	0	0	0	4744884.5	8317696.0	3176208.8	0.0	0.0	0.0	0.0	5503510.5	1.0111712E7	1.0037185E7	4587268.0	0.0	2530821.2	0.0	0.0	0.0	4316905.0	4468754.0	0.0	0.0	0.0	0.0	0.0	4981434.0	4646116.5	4867873.0	2150830.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96C01|F136A_HUMAN	Q96C01	F136A_HUMAN	FAM136A	138	Homo sapiens	1:Experimental evidence at protein level	Protein FAM136A	1.0	0.999	3	27	27	27	3	4	3	0	0	0	0	4	3	3	3	3	1	0	0	0	3	4	3	0	0	0	0	4	3	3	3	3	1	0	0	0	3	4	3	0	0	0	0	4	3	3	3	3	1	0	0	0	1.6807712E7	1.0785468E7	9981798.0	0.0	0.0	0.0	0.0	9273615.0	1.1392215E7	9552272.0	1.4294344E7	1.3448312E7	1.3785544E7	0.0	0.0	0.0	6209311.5	6130241.0	5682451.5	0.0	0.0	0.0	0.0	5227214.0	6274775.0	5356111.0	8192723.0	7658403.0	7907207.5	0.0	0.0	0.0	
sp|Q96C19|EFHD2_HUMAN	Q96C19	EFHD2_HUMAN	EFHD2	240	Homo sapiens	1:Experimental evidence at protein level	EF-hand domain-containing protein D2	1.0	0.999	7	36	27	36	3	6	1	0	0	0	0	5	6	5	3	3	4	0	0	0	3	4	1	0	0	0	0	3	4	3	3	3	3	0	0	0	3	6	1	0	0	0	0	5	6	5	3	3	4	0	0	0	4.4150056E7	4.2795804E7	3.891122E7	0.0	1.4443208E7	6770231.0	7697239.5	4.3659732E7	4.3538488E7	4.4620436E7	4.7478808E7	4.2428932E7	4.4677448E7	0.0	0.0	0.0	1.1152743E7	1.0517183E7	1.1804848E7	0.0	1.0854137E7	0.0	8891452.0	1.0207337E7	1.0265652E7	1.0527674E7	1.2840745E7	1.1266003E7	1.2152617E7	0.0	0.0	0.0	
sp|Q96C23|GALM_HUMAN	Q96C23	GALM_HUMAN	GALM	342	Homo sapiens	1:Experimental evidence at protein level	Galactose mutarotase	0.9994	0.9952	2	3	3	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	6434687.0	5444359.0	5559168.0	0.0	0.0	0.0	0.0	6537958.0	2873577.5	6712110.5	0.0	0.0	7237201.0	0.0	0.0	0.0	3637923.0	3079661.8	3144274.5	0.0	0.0	0.0	0.0	3661945.0	0.0	3769445.5	0.0	0.0	3843556.5	0.0	0.0	0.0	
sp|Q96C36|P5CR2_HUMAN	Q96C36	P5CR2_HUMAN	PYCR2	320	Homo sapiens	1:Experimental evidence at protein level	Pyrroline-5-carboxylate reductase 2	1.0	0.9988	4	9	9	18	0	2	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	3	0	0	0	0	0	0	1	3	1	0	0	0	0	3	3	4	1	1	1	0	0	0	2.0393068E7	2.0542458E7	2.1947552E7	0.0	0.0	0.0	0.0	2.5000966E7	2.5287968E7	2.4416524E7	1.7822184E7	1.7248914E7	1.4242798E7	0.0	0.0	0.0	9413880.0	9417662.0	1.0504283E7	0.0	0.0	0.0	0.0	1.1117744E7	1.1404647E7	1.1299405E7	9016706.0	8433529.0	8789556.0	0.0	0.0	0.0	
sp|Q96C57|CSTOS_HUMAN	Q96C57	CSTOS_HUMAN	CUSTOS	262	Homo sapiens	1:Experimental evidence at protein level	Protein CUSTOS	0.9999	0.9984	2	4	4	4	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	6730862.0	7194044.0	7031538.0	0.0	0.0	0.0	0.0	6425249.0	7327277.5	6729306.0	2684989.5	4726767.5	5713714.5	0.0	0.0	0.0	3741071.0	3996288.0	3897885.2	0.0	0.0	0.0	0.0	3572117.2	4074673.5	3739611.8	0.0	2601875.2	3104749.2	0.0	0.0	0.0	
sp|Q96C86|DCPS_HUMAN	Q96C86	DCPS_HUMAN	DCPS	337	Homo sapiens	1:Experimental evidence at protein level	m7GpppX diphosphatase	1.0	0.9989	4	16	16	16	2	3	2	0	0	0	0	3	3	3	0	0	0	0	0	0	2	3	2	0	0	0	0	3	3	3	0	0	0	0	0	0	2	3	2	0	0	0	0	3	3	3	0	0	0	0	0	0	1.1828756E7	1.4125933E7	1.3758967E7	0.0	0.0	0.0	0.0	1.3759398E7	1.3546864E7	9884184.0	1.2572588E7	1.0623542E7	1.3169612E7	0.0	0.0	0.0	7078845.5	6655649.5	6686938.5	0.0	0.0	0.0	0.0	6691602.0	6446766.5	6344659.0	6131332.5	6422557.5	6534606.5	0.0	0.0	0.0	
sp|Q96C90|PP14B_HUMAN	Q96C90	PP14B_HUMAN	PPP1R14B	147	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1 regulatory subunit 14B	1.0	0.999	3	7	7	7	1	1	0	0	0	0	0	1	1	2	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	2	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	2	1	0	0	0	0	0	2.1068908E7	2.0728184E7	2.5565546E7	0.0	0.0	0.0	0.0	2.6764312E7	2.4381264E7	2.6753568E7	1.2887977E7	1.6242078E7	1.2531179E7	0.0	0.0	0.0	1.3495938E7	1.3016567E7	1.7737362E7	0.0	0.0	0.0	0.0	1.8522174E7	1.7037892E7	1.6526334E7	0.0	9861843.0	0.0	0.0	0.0	0.0	
sp|Q96CM8|ACSF2_HUMAN	Q96CM8	ACSF2_HUMAN	ACSF2	615	Homo sapiens	1:Experimental evidence at protein level	Medium-chain acyl-CoA ligase ACSF2, mitochondrial	0.9521	0.9983	1	2	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.0	1148046.5	1429013.8	0.0	0.0	0.0	0.0	1094462.8	1617434.4	1016893.4	0.0	1522267.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96CN7|ISOC1_HUMAN	Q96CN7	ISOC1_HUMAN	ISOC1	298	Homo sapiens	1:Experimental evidence at protein level	Isochorismatase domain-containing protein 1	1.0	0.999	4	14	14	14	1	2	1	0	0	0	0	3	2	4	0	0	1	0	0	0	1	2	1	0	0	0	0	3	2	4	0	0	1	0	0	0	1	2	1	0	0	0	0	3	2	4	0	0	1	0	0	0	1.1667158E7	1.200351E7	1.5352658E7	0.0	0.0	0.0	0.0	1.5697434E7	1.7890482E7	1.4969676E7	9387338.0	8909654.0	1.0742374E7	0.0	0.0	0.0	5779904.5	6028178.0	5951530.0	0.0	0.0	0.0	0.0	7341061.0	6870653.5	7031265.0	5514505.5	5406143.5	6493226.5	0.0	0.0	0.0	
sp|Q96CP2|FWCH2_HUMAN	Q96CP2	FWCH2_HUMAN	FLYWCH2	140	Homo sapiens	1:Experimental evidence at protein level	FLYWCH family member 2	1.0	0.9981	3	11	11	11	1	3	0	0	0	0	0	2	2	3	0	0	0	0	0	0	1	3	0	0	0	0	0	2	2	3	0	0	0	0	0	0	1	3	0	0	0	0	0	2	2	3	0	0	0	0	0	0	5353132.5	5288256.0	5611064.0	0.0	0.0	0.0	0.0	4997091.0	4581113.0	4962441.5	6573593.5	3071004.5	6638097.5	0.0	0.0	0.0	2804862.8	2771645.0	2938145.2	0.0	0.0	0.0	0.0	2617195.2	2392596.2	2597449.5	3436205.5	0.0	3477750.2	0.0	0.0	0.0	
sp|Q96CS3|FAF2_HUMAN	Q96CS3	FAF2_HUMAN	FAF2	445	Homo sapiens	1:Experimental evidence at protein level	FAS-associated factor 2	1.0	0.999	6	20	20	20	1	4	2	0	0	0	0	5	3	3	1	0	1	0	0	0	1	4	2	0	0	0	0	5	3	3	1	0	1	0	0	0	1	4	2	0	0	0	0	5	3	3	1	0	1	0	0	0	1.981361E7	2.7656116E7	2.0375044E7	0.0	0.0	0.0	0.0	3.179508E7	2.3027526E7	2.8912548E7	1.5971288E7	1.7976214E7	2.545014E7	0.0	0.0	0.0	6886585.5	7611119.0	7203466.5	0.0	0.0	0.0	0.0	8074021.5	8270859.0	8286842.5	6313858.0	6760812.5	7634628.5	0.0	0.0	0.0	
sp|Q96CT7|CC124_HUMAN	Q96CT7	CC124_HUMAN	CCDC124	223	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 124	1.0	0.999	5	26	26	26	3	3	2	0	0	0	0	2	3	5	3	2	3	0	0	0	3	3	2	0	0	0	0	2	3	5	3	2	3	0	0	0	3	3	2	0	0	0	0	2	3	5	3	2	3	0	0	0	2.6632344E7	2.5446734E7	2.4412652E7	0.0	0.0	0.0	0.0	2.5382228E7	2.4160478E7	3.7147972E7	2.4690782E7	2.1497046E7	2.0241128E7	0.0	0.0	0.0	1.1354707E7	1.0859725E7	1.0222768E7	0.0	0.0	0.0	0.0	1.0523357E7	1.039623E7	1.1071995E7	1.1633546E7	1.0905796E7	9782104.0	0.0	0.0	0.0	
sp|Q96CW1|AP2M1_HUMAN	Q96CW1	AP2M1_HUMAN	AP2M1	435	Homo sapiens	1:Experimental evidence at protein level	AP-2 complex subunit mu	1.0	0.999	9	36	36	36	2	4	1	0	0	0	0	7	6	7	4	3	2	0	0	0	2	4	1	0	0	0	0	7	6	7	4	3	2	0	0	0	2	4	1	0	0	0	0	7	6	7	4	3	2	0	0	0	3.5448696E7	3.6755116E7	3.9999176E7	0.0	3198074.2	4937061.0	1.1662796E7	5.0124572E7	5.3176368E7	4.78225E7	3.3329568E7	3.0368164E7	2.9333674E7	0.0	0.0	0.0	9627804.0	9746766.0	1.0676462E7	0.0	0.0	0.0	6744327.5	1.0266893E7	1.0346535E7	1.0077298E7	1.0349266E7	1.0120072E7	1.0054133E7	0.0	0.0	0.0	
sp|Q96DA6|TIM14_HUMAN	Q96DA6	TIM14_HUMAN	DNAJC19	116	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit TIM14	0.9628	0.9987	1	5	5	5	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	6079554.0	5534887.5	5314791.5	0.0	0.0	0.0	0.0	5892735.5	5599711.5	5217301.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96DG6|CMBL_HUMAN	Q96DG6	CMBL_HUMAN	CMBL	245	Homo sapiens	1:Experimental evidence at protein level	Carboxymethylenebutenolidase homolog	1.0	0.999	9	52	52	52	4	8	4	0	0	0	0	8	6	7	5	5	5	0	0	0	4	8	4	0	0	0	0	8	6	7	5	5	5	0	0	0	4	8	4	0	0	0	0	8	6	7	5	5	5	0	0	0	6.5411704E7	6.5859872E7	6.3947308E7	0.0	0.0	0.0	2937032.5	7.2920448E7	7.2871472E7	7.3767896E7	5.7553492E7	6.6720944E7	5.5570684E7	0.0	0.0	0.0	3.4074392E7	3.336063E7	3.1943854E7	0.0	0.0	0.0	0.0	3.2126382E7	3.1714308E7	3.1840228E7	2.8039784E7	2.7989238E7	2.8092612E7	0.0	0.0	0.0	
sp|Q96DH6|MSI2H_HUMAN	Q96DH6	MSI2H_HUMAN	MSI2	328	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein Musashi homolog 2	1.0	0.9989	3	12	12	12	1	3	1	0	0	0	0	2	2	3	0	0	0	0	0	0	1	3	1	0	0	0	0	2	2	3	0	0	0	0	0	0	1	3	1	0	0	0	0	2	2	3	0	0	0	0	0	0	1.1718281E7	1.2936729E7	1.1844444E7	0.0	0.0	0.0	0.0	1.5166269E7	1.4167785E7	1.5557958E7	5709066.0	4838131.5	8502472.0	0.0	0.0	0.0	5296828.0	5952320.0	5219509.5	0.0	0.0	0.0	0.0	7052786.5	6643534.5	6867697.5	0.0	0.0	4563572.5	0.0	0.0	0.0	
sp|Q96DI7|SNR40_HUMAN	Q96DI7	SNR40_HUMAN	SNRNP40	357	Homo sapiens	1:Experimental evidence at protein level	U5 small nuclear ribonucleoprotein 40 kDa protein	1.0	0.9988	8	32	32	32	3	6	3	0	0	0	0	6	4	8	1	0	1	0	0	0	3	6	3	0	0	0	0	6	4	8	1	0	1	0	0	0	3	6	3	0	0	0	0	6	4	8	1	0	1	0	0	0	3.0159994E7	4.4626228E7	3.5815748E7	0.0	0.0	0.0	1765407.2	4.1584124E7	4.688818E7	2.6600662E7	1.401891E7	2.1724676E7	3.3073504E7	0.0	0.0	0.0	1.1214702E7	1.0758481E7	1.1077225E7	0.0	0.0	0.0	0.0	1.0848144E7	1.1918026E7	1.136362E7	1.0577147E7	7466000.0	8894518.0	0.0	0.0	0.0	
sp|Q96DV4|RM38_HUMAN	Q96DV4	RM38_HUMAN	MRPL38	380	Homo sapiens	1:Experimental evidence at protein level	39S ribosomal protein L38, mitochondrial	1.0	0.9989	5	18	18	18	1	1	1	0	0	0	0	4	3	5	1	1	1	0	0	0	1	1	1	0	0	0	0	4	3	5	1	1	1	0	0	0	1	1	1	0	0	0	0	4	3	5	1	1	1	0	0	0	1.4264761E7	1.4209535E7	1.364438E7	0.0	0.0	0.0	0.0	1.1892852E7	1.6191406E7	1.4673286E7	1.0953566E7	8228042.0	1.1936367E7	0.0	0.0	0.0	5214546.0	5134965.0	5211147.5	0.0	0.0	0.0	0.0	4414566.0	4961163.5	4582703.0	5131177.0	4869752.0	4954409.5	0.0	0.0	0.0	
