Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_02 Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_03 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_00 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_01 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_02 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_03 Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Unique Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_02 Unique Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_03 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_00 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_01 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_02 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_03 Unique Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_02 Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_03 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_00 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_01 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_02 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_03 Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Intensity	10ngQCHeLa_ColTT1_ForwardFlush_02 Intensity	10ngQCHeLa_ColTT1_ForwardFlush_03 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_00 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_01 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_02 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_03 Intensity	10ngQCHeLa_ColTT1_ForwardFlush_01 MaxLFQ Intensity	10ngQCHeLa_ColTT1_ForwardFlush_02 MaxLFQ Intensity	10ngQCHeLa_ColTT1_ForwardFlush_03 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_00 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_01 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_02 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_03 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q86UP2|KTN1_HUMAN	Q86UP2	KTN1_HUMAN	KTN1	1357	Homo sapiens	1:Experimental evidence at protein level	Kinectin	1.0	0.9983	4	7	7	7	2	0	5	0	0	0	0	2	0	5	0	0	0	0	2	0	5	0	0	0	0	1.4911551E7	1.5769903E7	1.6945314E7	0.0	0.0	0.0	0.0	8893311.0	9080872.0	9848231.0	0.0	0.0	0.0	0.0	
sp|Q86V81|THOC4_HUMAN	Q86V81	THOC4_HUMAN	ALYREF	257	Homo sapiens	1:Experimental evidence at protein level	THO complex subunit 4	1.0	0.999	6	33	33	33	10	10	11	0	0	1	1	10	10	11	0	0	1	1	10	10	11	0	0	1	1	8.3248392E7	3.8682716E7	3.5477408E7	0.0	0.0	4.5634732E7	4.2287916E7	2.016708E7	1.9133368E7	1.6688552E7	0.0	0.0	0.0	0.0	
sp|Q86VM9|ZCH18_HUMAN	Q86VM9	ZCH18_HUMAN	ZC3H18	953	Homo sapiens	1:Experimental evidence at protein level	Zinc finger CCCH domain-containing protein 18	1.0	0.994	3	3	3	3	1	0	2	0	0	0	0	1	0	2	0	0	0	0	1	0	2	0	0	0	0	5465088.0	0.0	3974856.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q86VP6|CAND1_HUMAN	Q86VP6	CAND1_HUMAN	CAND1	1230	Homo sapiens	1:Experimental evidence at protein level	Cullin-associated NEDD8-dissociated protein 1	1.0	0.999	21	61	61	61	20	21	20	0	0	0	0	20	21	20	0	0	0	0	20	21	20	0	0	0	0	1.18602208E8	1.04494592E8	1.32417648E8	0.0	0.0	0.0	1.0466305E7	2.7917434E7	2.7529286E7	2.6147042E7	0.0	0.0	0.0	0.0	
sp|Q86X55|CARM1_HUMAN	Q86X55	CARM1_HUMAN	CARM1	608	Homo sapiens	1:Experimental evidence at protein level	Histone-arginine methyltransferase CARM1	0.752	0.9945	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0.0	2502949.5	2870680.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8IUE6|H2A2B_HUMAN	Q8IUE6	H2A2B_HUMAN	H2AC21	130	Homo sapiens	1:Experimental evidence at protein level	Histone H2A type 2-B	0.934	0.9912	3	13	13	110	2	3	3	1	1	1	2	2	3	3	1	1	1	2	20	18	18	14	12	13	15	7.283948E7	6.3621684E7	6.6713812E7	6.7021664E7	6.0717468E7	6.0045976E7	7.682172E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8IVT2|MISP_HUMAN	Q8IVT2	MISP_HUMAN	MISP	679	Homo sapiens	1:Experimental evidence at protein level	Mitotic interactor and substrate of PLK1	0.7556	0.9946	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4293654.5	4042304.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8IX12|CCAR1_HUMAN	Q8IX12	CCAR1_HUMAN	CCAR1	1150	Homo sapiens	1:Experimental evidence at protein level	Cell division cycle and apoptosis regulator protein 1	1.0	0.997	5	8	8	8	3	1	4	0	0	0	0	3	1	4	0	0	0	0	3	1	4	0	0	0	0	9350644.0	7860697.0	8484728.0	0.0	0.0	0.0	0.0	3275173.8	3121578.2	3553106.2	0.0	0.0	0.0	0.0	
sp|Q8IYB3|SRRM1_HUMAN	Q8IYB3	SRRM1_HUMAN	SRRM1	904	Homo sapiens	1:Experimental evidence at protein level	Serine/arginine repetitive matrix protein 1	0.758	0.9947	1	2	2	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	930817.94	0.0	2022155.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8IZL8|PELP1_HUMAN	Q8IZL8	PELP1_HUMAN	PELP1	1130	Homo sapiens	1:Experimental evidence at protein level	Proline-, glutamic acid- and leucine-rich protein 1	0.9331	0.9988	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8N163|CCAR2_HUMAN	Q8N163	CCAR2_HUMAN	CCAR2	923	Homo sapiens	1:Experimental evidence at protein level	Cell cycle and apoptosis regulator protein 2	1.0	0.9988	6	13	13	13	4	4	5	0	0	0	0	4	4	5	0	0	0	0	4	4	5	0	0	0	0	2.0417496E7	2.2835574E7	2.226764E7	0.0	0.0	0.0	0.0	8132347.5	8224891.0	7798553.5	0.0	0.0	0.0	0.0	
sp|Q8N1F7|NUP93_HUMAN	Q8N1F7	NUP93_HUMAN	NUP93	819	Homo sapiens	1:Experimental evidence at protein level	Nuclear pore complex protein Nup93	1.0	0.9978	7	11	11	11	4	2	5	0	0	0	0	4	2	5	0	0	0	0	4	2	5	0	0	0	0	2.06766E7	1.5362324E7	1.9811156E7	0.0	0.0	0.0	1851443.8	1.2173856E7	1.3945481E7	1.3068009E7	0.0	0.0	0.0	0.0	
sp|Q8N1G4|LRC47_HUMAN	Q8N1G4	LRC47_HUMAN	LRRC47	583	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat-containing protein 47	1.0	0.9983	2	3	3	3	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	5187872.0	5128387.0	5587768.0	0.0	0.0	0.0	0.0	3214228.0	3096283.8	3481962.2	0.0	0.0	0.0	0.0	
sp|Q8N684|CPSF7_HUMAN	Q8N684	CPSF7_HUMAN	CPSF7	471	Homo sapiens	1:Experimental evidence at protein level	Cleavage and polyadenylation specificity factor subunit 7	1.0	0.9923	3	6	6	6	1	3	2	0	0	0	0	1	3	2	0	0	0	0	1	3	2	0	0	0	0	1.0349882E7	9408676.0	1.0177354E7	0.0	0.0	0.0	0.0	6051075.5	5446311.5	5904122.0	0.0	0.0	0.0	0.0	
sp|Q8NBJ5|GT251_HUMAN	Q8NBJ5	GT251_HUMAN	COLGALT1	622	Homo sapiens	1:Experimental evidence at protein level	Procollagen galactosyltransferase 1	1.0	0.999	13	57	51	57	20	18	16	2	1	0	0	18	18	14	1	0	0	0	20	18	16	2	1	0	0	1.35642368E8	1.60649312E8	1.40167824E8	0.0	0.0	1.5053332E7	1.1222255E7	2.6200284E7	2.8054572E7	2.7112956E7	0.0	0.0	0.0	0.0	
sp|Q8NBS9|TXND5_HUMAN	Q8NBS9	TXND5_HUMAN	TXNDC5	432	Homo sapiens	1:Experimental evidence at protein level	Thioredoxin domain-containing protein 5	1.0	0.999	7	25	25	25	9	7	8	0	0	0	1	9	7	8	0	0	0	1	9	7	8	0	0	0	1	5.9387744E7	4.5333924E7	4.1431656E7	0.0	0.0	0.0	2.6267668E7	1.5520772E7	1.5308195E7	1.4172776E7	0.0	0.0	0.0	9095309.0	
sp|Q8NC51|PAIRB_HUMAN	Q8NC51	PAIRB_HUMAN	SERBP1	408	Homo sapiens	1:Experimental evidence at protein level	Plasminogen activator inhibitor 1 RNA-binding protein	1.0	0.999	12	117	117	117	32	30	32	5	5	8	5	32	30	32	5	5	8	5	32	30	32	5	5	8	5	3.76970944E8	3.77227296E8	3.71602432E8	1.72307488E8	1.796464E8	1.42128032E8	2.32699632E8	6.0125544E7	6.138568E7	6.0434976E7	6.5202452E7	6.6126972E7	4.6538176E7	5.5490804E7	
sp|Q8NDC0|MISSL_HUMAN	Q8NDC0	MISSL_HUMAN	MAPK1IP1L	245	Homo sapiens	1:Experimental evidence at protein level	MAPK-interacting and spindle-stabilizing protein-like	0.9426	0.999	1	5	5	5	1	2	2	0	0	0	0	1	2	2	0	0	0	0	1	2	2	0	0	0	0	1.6190262E7	1.7119432E7	1.5496182E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8NE71|ABCF1_HUMAN	Q8NE71	ABCF1_HUMAN	ABCF1	845	Homo sapiens	1:Experimental evidence at protein level	ATP-binding cassette sub-family F member 1	1.0	0.9989	5	13	13	13	5	3	5	0	0	0	0	5	3	5	0	0	0	0	5	3	5	0	0	0	0	2.5921222E7	2.5157274E7	2.4779964E7	0.0	0.0	0.0	0.0	1.2798228E7	1.2396888E7	1.2103433E7	0.0	0.0	0.0	0.0	
sp|Q8NF37|PCAT1_HUMAN	Q8NF37	PCAT1_HUMAN	LPCAT1	534	Homo sapiens	1:Experimental evidence at protein level	Lysophosphatidylcholine acyltransferase 1	1.0	0.9986	2	2	2	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8NFJ5|RAI3_HUMAN	Q8NFJ5	RAI3_HUMAN	GPRC5A	357	Homo sapiens	1:Experimental evidence at protein level	Retinoic acid-induced protein 3	1.0	0.9986	3	10	10	10	4	3	3	0	0	0	0	4	3	3	0	0	0	0	4	3	3	0	0	0	0	4.3477992E7	3.1588284E7	3.1657262E7	0.0	0.0	0.0	0.0	1.6137592E7	1.7041066E7	1.7022378E7	0.0	0.0	0.0	0.0	
sp|Q8TAT6|NPL4_HUMAN	Q8TAT6	NPL4_HUMAN	NPLOC4	608	Homo sapiens	1:Experimental evidence at protein level	Nuclear protein localization protein 4 homolog	0.7012	0.9929	1	2	2	2	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1726853.9	1684003.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8TBQ9|KISHA_HUMAN	Q8TBQ9	KISHA_HUMAN	TMEM167A	72	Homo sapiens	1:Experimental evidence at protein level	Protein kish-A	0.6514	0.9911	1	2	2	2	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0.0	0.0	2893817.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8TCJ2|STT3B_HUMAN	Q8TCJ2	STT3B_HUMAN	STT3B	826	Homo sapiens	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B	0.846	0.997	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1050792.2	0.0	1557224.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8TCT9|HM13_HUMAN	Q8TCT9	HM13_HUMAN	HM13	377	Homo sapiens	1:Experimental evidence at protein level	Minor histocompatibility antigen H13	1.0	0.9987	6	26	26	26	8	9	8	1	0	0	0	8	9	8	1	0	0	0	8	9	8	1	0	0	0	4.5875376E7	3.815486E7	1.7586682E7	1804665.6	0.0	0.0	1.326786E7	1.8810914E7	1.895285E7	1.8874328E7	0.0	0.0	0.0	8351139.5	
sp|Q8TDN6|BRX1_HUMAN	Q8TDN6	BRX1_HUMAN	BRIX1	353	Homo sapiens	1:Experimental evidence at protein level	Ribosome biogenesis protein BRX1 homolog	1.0	0.999	8	30	30	30	10	10	10	0	0	0	0	10	10	10	0	0	0	0	10	10	10	0	0	0	0	8.3077048E7	6.2925648E7	8.093536E7	0.0	0.0	1.2842853E7	1.2145197E7	1.9506484E7	1.7655296E7	1.9819918E7	0.0	0.0	0.0	0.0	
sp|Q8TEM1|PO210_HUMAN	Q8TEM1	PO210_HUMAN	NUP210	1887	Homo sapiens	1:Experimental evidence at protein level	Nuclear pore membrane glycoprotein 210	1.0	0.9976	5	9	9	9	3	4	2	0	0	0	0	3	4	2	0	0	0	0	3	4	2	0	0	0	0	1.6742692E7	9913817.0	9699859.0	0.0	0.0	0.0	0.0	1.0852748E7	9349814.0	6567410.5	0.0	0.0	0.0	0.0	
sp|Q8TEX9|IPO4_HUMAN	Q8TEX9	IPO4_HUMAN	IPO4	1081	Homo sapiens	1:Experimental evidence at protein level	Importin-4	1.0	0.9931	3	4	4	4	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	2927430.8	3017530.2	3489839.2	0.0	0.0	0.0	1.19229888E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WUM4|PDC6I_HUMAN	Q8WUM4	PDC6I_HUMAN	PDCD6IP	868	Homo sapiens	1:Experimental evidence at protein level	Programmed cell death 6-interacting protein	1.0	0.9989	15	28	28	28	9	11	8	0	0	0	0	9	11	8	0	0	0	0	9	11	8	0	0	0	0	6.7514104E7	5.1857288E7	6.0643996E7	0.0	0.0	0.0	7950581.0	1.072093E7	1.0120291E7	1.0577622E7	0.0	0.0	0.0	0.0	
sp|Q8WW12|PCNP_HUMAN	Q8WW12	PCNP_HUMAN	PCNP	178	Homo sapiens	1:Experimental evidence at protein level	PEST proteolytic signal-containing nuclear protein	1.0	0.9984	4	8	8	8	4	2	2	0	0	0	0	4	2	2	0	0	0	0	4	2	2	0	0	0	0	4398010.5	7425546.0	1.0296926E7	0.0	0.0	0.0	0.0	3947411.5	3006880.2	4294229.5	0.0	0.0	0.0	0.0	
sp|Q8WWM7|ATX2L_HUMAN	Q8WWM7	ATX2L_HUMAN	ATXN2L	1075	Homo sapiens	1:Experimental evidence at protein level	Ataxin-2-like protein	1.0	0.9967	2	3	3	3	2	0	1	0	0	0	0	2	0	1	0	0	0	0	2	0	1	0	0	0	0	1.2345372E7	2658075.2	1.0998201E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WXX5|DNJC9_HUMAN	Q8WXX5	DNJC9_HUMAN	DNAJC9	260	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 9	0.9998	0.9956	2	3	3	3	2	0	1	0	0	0	0	2	0	1	0	0	0	0	2	0	1	0	0	0	0	1238576.0	0.0	1762472.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8WY22|BRI3B_HUMAN	Q8WY22	BRI3B_HUMAN	BRI3BP	251	Homo sapiens	1:Experimental evidence at protein level	BRI3-binding protein	0.6044	0.9891	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92499|DDX1_HUMAN	Q92499	DDX1_HUMAN	DDX1	740	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX1	1.0	0.999	12	27	27	27	8	14	5	0	0	0	0	8	14	5	0	0	0	0	8	14	5	0	0	0	0	3.956934E7	4.192916E7	4.4763644E7	0.0	0.0	0.0	0.0	9886718.0	1.0795723E7	1.0787855E7	0.0	0.0	0.0	0.0	
sp|Q92522|H1X_HUMAN	Q92522	H1X_HUMAN	H1-10	213	Homo sapiens	1:Experimental evidence at protein level	Histone H1.10	1.0	0.999	8	43	43	43	10	12	12	2	2	2	3	10	12	12	2	2	2	3	10	12	12	2	2	2	3	1.58105088E8	1.63976272E8	1.63772032E8	8.6174752E7	8.5907528E7	1.59859424E8	1.54861312E8	5.5979892E7	5.9264088E7	5.8017444E7	7.59306E7	7.5968856E7	7.23512E7	6.6918312E7	
sp|Q92552|RT27_HUMAN	Q92552	RT27_HUMAN	MRPS27	414	Homo sapiens	1:Experimental evidence at protein level	28S ribosomal protein S27, mitochondrial	1.0	0.9965	2	4	4	4	0	2	2	0	0	0	0	0	2	2	0	0	0	0	0	2	2	0	0	0	0	1744325.0	2256450.8	7094095.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92598|HS105_HUMAN	Q92598	HS105_HUMAN	HSPH1	858	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein 105 kDa	1.0	0.9988	10	15	15	21	5	6	4	0	0	0	0	5	6	4	0	0	0	0	7	8	5	0	0	1	0	7.1641824E7	8.4109712E7	7.63828E7	0.0	0.0	3.4732152E7	3.2957284E7	2.3498924E7	2.719098E7	2.1457406E7	0.0	0.0	1.9706426E7	1.9185304E7	
sp|Q92616|GCN1_HUMAN	Q92616	GCN1_HUMAN	GCN1	2671	Homo sapiens	1:Experimental evidence at protein level	eIF-2-alpha kinase activator GCN1	1.0	0.9981	13	19	19	19	9	4	6	0	0	0	0	9	4	6	0	0	0	0	9	4	6	0	0	0	0	3.7169544E7	2.6073316E7	2.8936154E7	0.0	0.0	0.0	0.0	5815769.5	6255328.5	6288194.0	0.0	0.0	0.0	0.0	
sp|Q92621|NU205_HUMAN	Q92621	NU205_HUMAN	NUP205	2012	Homo sapiens	1:Experimental evidence at protein level	Nuclear pore complex protein Nup205	1.0	0.9988	3	4	4	4	2	1	1	0	0	0	0	2	1	1	0	0	0	0	2	1	1	0	0	0	0	3717048.0	3756321.0	4202977.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92685|ALG3_HUMAN	Q92685	ALG3_HUMAN	ALG3	438	Homo sapiens	1:Experimental evidence at protein level	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase	0.8645	0.9974	1	3	3	3	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1798701.5	2393937.0	2273773.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92688|AN32B_HUMAN	Q92688	AN32B_HUMAN	ANP32B	251	Homo sapiens	1:Experimental evidence at protein level	Acidic leucine-rich nuclear phosphoprotein 32 family member B	1.0	0.999	7	26	26	68	7	9	8	0	0	0	2	7	9	8	0	0	0	2	16	19	20	3	2	3	5	1.53559936E8	1.4489992E8	1.40237104E8	0.0	0.0	1.00706336E8	1.10027392E8	9.0820536E7	8.9132936E7	8.2616448E7	0.0	0.0	0.0	0.0	
sp|Q92734|TFG_HUMAN	Q92734	TFG_HUMAN	TFG	400	Homo sapiens	1:Experimental evidence at protein level	Protein TFG	1.0	0.9964	5	20	20	20	4	6	7	0	2	1	0	4	6	7	0	2	1	0	4	6	7	0	2	1	0	2.0823332E7	1.6144976E7	1.6467082E7	0.0	9747742.0	0.0	1.1626659E7	9849720.0	1.0234131E7	1.0543118E7	0.0	0.0	0.0	0.0	
sp|Q92769|HDAC2_HUMAN	Q92769	HDAC2_HUMAN	HDAC2	488	Homo sapiens	1:Experimental evidence at protein level	Histone deacetylase 2	1.0	0.9988	4	14	3	14	7	4	3	0	0	0	0	2	1	0	0	0	0	0	7	4	3	0	0	0	0	4.052312E7	3.8935144E7	4.0557288E7	0.0	0.0	3.749808E7	4.3782384E7	1.7761342E7	1.7236922E7	1.6876708E7	0.0	0.0	0.0	0.0	
sp|Q92804|RBP56_HUMAN	Q92804	RBP56_HUMAN	TAF15	592	Homo sapiens	1:Experimental evidence at protein level	TATA-binding protein-associated factor 2N	1.0	0.999	9	40	20	40	12	12	13	0	1	1	1	6	6	8	0	0	0	0	12	12	13	0	1	1	1	1.40692848E8	1.55770432E8	1.57408768E8	0.0	0.0	7.8709112E7	8.4415984E7	8.5990232E7	9.2533168E7	9.7482928E7	0.0	0.0	0.0	4.3773828E7	
sp|Q92841|DDX17_HUMAN	Q92841	DDX17_HUMAN	DDX17	729	Homo sapiens	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX17	1.0	0.999	19	45	45	115	17	15	13	0	0	0	0	17	15	13	0	0	0	0	36	34	31	1	4	4	5	1.52717008E8	1.60716208E8	1.48248592E8	0.0	0.0	6.6338724E7	5.1092004E7	2.958151E7	3.0025582E7	2.9818852E7	0.0	0.0	3.6187044E7	2.8541626E7	
sp|Q92879|CELF1_HUMAN	Q92879	CELF1_HUMAN	CELF1	486	Homo sapiens	1:Experimental evidence at protein level	CUGBP Elav-like family member 1	1.0	0.9971	4	8	8	8	4	2	2	0	0	0	0	4	2	2	0	0	0	0	4	2	2	0	0	0	0	2.7995384E7	2.4876524E7	1.3363754E7	0.0	0.0	0.0	0.0	1.1526167E7	1.1216652E7	1.0441774E7	0.0	0.0	0.0	0.0	
sp|Q92900|RENT1_HUMAN	Q92900	RENT1_HUMAN	UPF1	1129	Homo sapiens	1:Experimental evidence at protein level	Regulator of nonsense transcripts 1	1.0	0.9973	5	10	10	10	3	3	4	0	0	0	0	3	3	4	0	0	0	0	3	3	4	0	0	0	0	1.650528E7	2.1750908E7	1.9188652E7	0.0	0.0	0.0	0.0	8525889.0	9147303.0	9216218.0	0.0	0.0	0.0	0.0	
sp|Q92945|FUBP2_HUMAN	Q92945	FUBP2_HUMAN	KHSRP	711	Homo sapiens	1:Experimental evidence at protein level	Far upstream element-binding protein 2	1.0	0.9989	13	45	45	53	15	12	18	0	0	0	0	15	12	18	0	0	0	0	16	13	19	1	1	1	2	1.03093144E8	9.7329544E7	8.2657256E7	0.0	0.0	0.0	2.406422E7	2.257859E7	2.1860584E7	2.1111712E7	0.0	0.0	0.0	1.9424982E7	
sp|Q92973|TNPO1_HUMAN	Q92973	TNPO1_HUMAN	TNPO1	898	Homo sapiens	1:Experimental evidence at protein level	Transportin-1	1.0	0.999	13	41	27	41	14	11	15	1	0	0	0	11	6	10	0	0	0	0	14	11	15	1	0	0	0	1.37420976E8	1.6406664E8	1.27538056E8	1842974.6	0.0	0.0	2.6263832E7	3.0825188E7	3.096411E7	2.9042724E7	0.0	0.0	0.0	2.0337048E7	
sp|Q92974|ARHG2_HUMAN	Q92974	ARHG2_HUMAN	ARHGEF2	986	Homo sapiens	1:Experimental evidence at protein level	Rho guanine nucleotide exchange factor 2	1.0	0.9987	3	5	5	5	2	1	2	0	0	0	0	2	1	2	0	0	0	0	2	1	2	0	0	0	0	0.0	1969561.2	1866686.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q93009|UBP7_HUMAN	Q93009	UBP7_HUMAN	USP7	1102	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 7	1.0	0.9967	5	7	7	7	2	4	1	0	0	0	0	2	4	1	0	0	0	0	2	4	1	0	0	0	0	1.3078525E7	8456623.0	2.0645578E7	0.0	0.0	0.0	0.0	8968163.0	6348444.5	8006198.5	0.0	0.0	0.0	0.0	
sp|Q93096|TP4A1_HUMAN	Q93096	TP4A1_HUMAN	PTP4A1	173	Homo sapiens	1:Experimental evidence at protein level	Protein tyrosine phosphatase type IVA 1	1.0	0.9959	4	9	4	9	2	3	4	0	0	0	0	1	2	1	0	0	0	0	2	3	4	0	0	0	0	1.7287852E7	2.6308544E7	1.7582214E7	0.0	0.0	1.6440399E7	4968209.5	1.42894E7	1.6645986E7	1.4436428E7	0.0	0.0	0.0	0.0	
sp|Q969H8|MYDGF_HUMAN	Q969H8	MYDGF_HUMAN	MYDGF	173	Homo sapiens	1:Experimental evidence at protein level	Myeloid-derived growth factor	1.0	0.9982	4	8	8	8	2	3	2	1	0	0	0	2	3	2	1	0	0	0	2	3	2	1	0	0	0	4.4094184E7	4.0826964E7	3.1170816E7	1.5993726E7	0.0	2.169029E7	1.6771046E7	1.6914232E7	1.5129216E7	1.4107268E7	0.0	0.0	0.0	0.0	
sp|Q969L2|MAL2_HUMAN	Q969L2	MAL2_HUMAN	MAL2	176	Homo sapiens	1:Experimental evidence at protein level	Protein MAL2	0.9023	0.9982	1	3	3	3	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q969U7|PSMG2_HUMAN	Q969U7	PSMG2_HUMAN	PSMG2	264	Homo sapiens	1:Experimental evidence at protein level	Proteasome assembly chaperone 2	0.6952	0.9927	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96A26|F162A_HUMAN	Q96A26	F162A_HUMAN	FAM162A	154	Homo sapiens	1:Experimental evidence at protein level	Protein FAM162A	1.0	0.9967	2	4	4	4	1	2	1	0	0	0	0	1	2	1	0	0	0	0	1	2	1	0	0	0	0	4543575.5	3570285.8	3182905.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96A72|MGN2_HUMAN	Q96A72	MGN2_HUMAN	MAGOHB	148	Homo sapiens	1:Experimental evidence at protein level	Protein mago nashi homolog 2	1.0	0.9989	4	13	1	13	4	3	5	0	0	1	0	1	0	0	0	0	0	0	4	3	5	0	0	1	0	9331813.0	0.0	9738870.0	0.0	0.0	1.9939928E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
